,State,775,780,787,794,801,808
0,Washington,NaN,16205,31545,38451,24229,34609
1,Illinois,NaN,9430,13119,11519,10669,11891
2,California,NaN,38934,35168,45306,39310,32800
3,Arizona,NaN,2477,3245,4115,4569,4684
4,Massachusetts,NaN,5356,4720,4186,4144,4172
5,Wisconsin,NaN,3455,1511,1480,1464,1467
6,Texas,NaN,22810,17690,18396,17046,17760
7,Nebraska,NaN,33848,930500,626718,308489,356610
8,Utah,NaN,1845,1368,873,890,835
9,Oregon,NaN,3796,0,0,0,0
10,Florida,NaN,10652,10401,21173,21292,21412
11,New York,NaN,11595,9573,9427,9394,9401
12,Rhode Island,NaN,1190,1443,1399,1404,1410
13,Georgia,NaN,6631,9134,7335,8208,8249
14,New Hampshire,NaN,0,0,0,0,0
15,North Carolina,NaN,11824,12923,12041,12619,12296
16,New Jersey,NaN,7603,7298,7712,7991,8102
17,Colorado,NaN,5348,2571,3529,4095,4119
18,Maryland,NaN,2255,1950,1953,1957,1961
19,Nevada,NaN,3918,4827,4511,4750,5089
20,Tennessee,NaN,6307,6336,6364,6392,6420
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,2661,3230,3116,3164,3164
23,Kentucky,NaN,10454,14579,13400,14056,14056
24,Minnesota,NaN,4457,5106,4885,4942,4944
25,Oklahoma,NaN,4491,6698,2261,4552,4591
26,Pennsylvania,NaN,5705,5603,5639,5652,5668
27,South Carolina,NaN,2641,1875,2238,2794,2815
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,1673,1248,1329,1276,1315
30,Missouri,NaN,3695,162,0,0,0
31,Vermont,NaN,978,1226,953,805,1273
32,Virginia,NaN,7755,9399,7131,7687,8902
33,Connecticut,NaN,2216,2468,2161,2075,2262
34,Iowa,NaN,10045,21087,21331,13301,22708
35,Louisiana,NaN,1440,544,564,663,560
36,Ohio,NaN,5679,4377,4325,4331,4342
37,Michigan,NaN,6026,2505,2460,2476,2489
38,South Dakota,NaN,387,425,420,420,418
39,Arkansas,NaN,3556,3326,3399,3442,3473
40,Delaware,NaN,545,289,152,329,147
41,Mississippi,NaN,1729,242,283,289,358
42,New Mexico,NaN,2186,2735,2703,2717,2728
43,North Dakota,NaN,638,655,693,718,733
44,Wyoming,NaN,419,616,427,630,527
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3156,4380,4766,3434,4704
47,Alabama,NaN,3181,4730,2882,3274,3083
48,Idaho,NaN,8707,7324,7032,6935,7027
49,Montana,NaN,5975,4790,4068,3272,3395
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,3130,3649,3720,3850,3863
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
