,State,635,640,647,654,661,668
0,Washington,NaN,16988,10359,7795,7774,7950
1,Illinois,NaN,14213,13703,12119,8656,4229
2,California,NaN,35252,33612,29270,27212,16144
3,Arizona,NaN,15222,16417,16388,16811,17009
4,Massachusetts,NaN,9795,7481,6105,3983,2790
5,Wisconsin,NaN,19801,23192,28534,22021,35272
6,Texas,NaN,50616,36998,22688,18777,24323
7,Nebraska,NaN,3991,3554,3544,3526,3243
8,Utah,NaN,8497,3426,3671,3065,2678
9,Oregon,NaN,6939,6271,6413,3083,6187
10,Florida,NaN,16420,5287,5497,5399,5439
11,New York,NaN,31360,33503,39271,34940,35846
12,Rhode Island,NaN,1826,1800,1429,992,482
13,Georgia,NaN,10636,7930,5474,5567,5535
14,New Hampshire,NaN,4057,5377,3557,2703,1130
15,North Carolina,NaN,20489,11394,4606,4003,5424
16,New Jersey,NaN,9512,10132,10326,10438,10542
17,Colorado,NaN,17154,12663,9561,8255,8570
18,Maryland,NaN,6380,6863,7326,7505,7868
19,Nevada,NaN,4351,3073,3311,2571,2169
20,Tennessee,NaN,12252,6074,2692,1349,1662
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,12813,11599,12234,6571,6717
23,Kentucky,NaN,12903,10656,7674,3631,3105
24,Minnesota,NaN,19232,11812,9505,4542,2292
25,Oklahoma,NaN,10009,4008,6019,3190,6190
26,Pennsylvania,NaN,29002,32400,35706,34276,37497
27,South Carolina,NaN,8625,9977,10158,10320,10426
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,5419,6258,7212,8730,6467
30,Missouri,NaN,7133,6743,6726,6474,6997
31,Vermont,NaN,1744,2084,2131,2196,2268
32,Virginia,NaN,13186,10448,7849,5138,4237
33,Connecticut,NaN,3206,6156,9291,4300,5555
34,Iowa,NaN,9859,9639,2507,0,0
35,Louisiana,NaN,4175,4529,4387,4425,4451
36,Ohio,NaN,30687,36162,37689,37388,39525
37,Michigan,NaN,31237,15946,9225,3174,1490
38,South Dakota,NaN,2094,615,2003,6651,6267
39,Arkansas,NaN,3880,2421,2330,2342,2348
40,Delaware,NaN,2380,2950,3055,3134,3196
41,Mississippi,NaN,2983,2581,1782,1843,2063
42,New Mexico,NaN,4663,4155,2635,1624,1457
43,North Dakota,NaN,3343,2617,3465,2472,3462
44,Wyoming,NaN,2697,2946,4130,2413,2661
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,2496,2764,1910,737,417
47,Alabama,NaN,5346,5248,4159,4347,4328
48,Idaho,NaN,8390,9342,7951,5162,2594
49,Montana,NaN,5679,6757,4966,4911,2120
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,7124,8205,5451,4704,3884
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
