,State,768,773,780,787,794,801
0,Washington,NaN,0,0,0,0,0
1,Illinois,NaN,9751,7219,6491,6467,6931
2,California,NaN,63884,62172,62945,49927,32427
3,Arizona,NaN,12781,16466,16568,16456,16539
4,Massachusetts,NaN,6995,5856,3590,1631,1022
5,Wisconsin,NaN,4744,3485,1765,1641,1872
6,Texas,NaN,28748,25416,21339,19965,20526
7,Nebraska,NaN,724,834,780,770,768
8,Utah,NaN,2818,3403,3087,2606,2632
9,Oregon,NaN,4890,4347,3032,3036,1981
10,Florida,NaN,20447,29285,18279,24816,23842
11,New York,NaN,12952,4957,6522,5123,5978
12,Rhode Island,NaN,1218,936,333,246,564
13,Georgia,NaN,8629,6932,6099,6777,7061
14,New Hampshire,NaN,3490,2617,2521,2445,2438
15,North Carolina,NaN,19988,21834,21342,21659,21844
16,New Jersey,NaN,9520,7750,7791,7832,7873
17,Colorado,NaN,8154,9448,8403,8856,10014
18,Maryland,NaN,4423,3195,3090,3130,3295
19,Nevada,NaN,4050,4860,4895,4933,4971
20,Tennessee,NaN,10046,7704,2335,2993,3297
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,4883,5435,4880,4386,4778
23,Kentucky,NaN,13155,15892,18935,14915,16952
24,Minnesota,NaN,5804,6446,6487,6534,6582
25,Oklahoma,NaN,6086,6956,6795,7013,7154
26,Pennsylvania,NaN,10624,7877,7467,8522,7696
27,South Carolina,NaN,7110,5207,3691,1267,904
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,2076,2528,2542,2557,2571
30,Missouri,NaN,5446,6594,5736,5903,6534
31,Vermont,NaN,1199,752,1250,973,1064
32,Virginia,NaN,11686,5807,4476,4183,4095
33,Connecticut,NaN,2245,1324,1145,1283,1254
34,Iowa,NaN,2579,26774,47468,55952,43468
35,Louisiana,NaN,4572,3011,3680,4295,4601
36,Ohio,NaN,7247,8250,7908,6358,6393
37,Michigan,NaN,13372,15698,15849,16008,16169
38,South Dakota,NaN,565,633,637,640,644
39,Arkansas,NaN,4098,3351,3063,3744,4693
40,Delaware,NaN,1429,1313,1520,1923,2873
41,Mississippi,NaN,2469,2366,1645,1927,1980
42,New Mexico,NaN,2608,1477,1222,903,1437
43,North Dakota,NaN,889,1060,1067,1073,1080
44,Wyoming,NaN,640,443,633,485,394
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,9098,6539,3624,1656,694
47,Alabama,NaN,5131,6311,6304,6316,6334
48,Idaho,NaN,8221,9229,9133,9164,9276
49,Montana,NaN,3667,2509,2532,1624,1349
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6279,5776,2469,1720,1437
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
