,State,782,787,794,801,808,815
0,Washington,NaN,0,2996,2967,2989,3011
1,Illinois,NaN,0,1178,1183,1189,1195
2,California,NaN,0,4727,4752,4779,4807
3,Arizona,NaN,0,15722,20647,25014,27577
4,Massachusetts,NaN,0,500,500,503,506
5,Wisconsin,NaN,0,360,361,362,363
6,Texas,NaN,0,9544,9578,9651,9721
7,Nebraska,NaN,0,1446,1774,1978,2260
8,Utah,NaN,0,936,939,941,944
9,Oregon,NaN,0,2849,2871,2887,2903
10,Florida,NaN,0,2272,2123,2606,2723
11,New York,NaN,0,687,689,692,695
12,Rhode Island,NaN,0,86,87,87,88
13,Georgia,NaN,0,1948,1956,1963,1970
14,New Hampshire,NaN,0,329,331,332,333
15,North Carolina,NaN,0,14204,14191,14277,14380
16,New Jersey,NaN,0,1705,2178,2715,3258
17,Colorado,NaN,0,1486,1496,1510,1523
18,Maryland,NaN,0,153,154,155,155
19,Nevada,NaN,0,383,389,396,400
20,Tennessee,NaN,0,2693,2697,2703,2710
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,0,1918,1923,1928,1933
23,Kentucky,NaN,0,832,833,835,837
24,Minnesota,NaN,0,2839,2854,2868,2882
25,Oklahoma,NaN,0,371,373,374,375
26,Pennsylvania,NaN,0,955,959,963,966
27,South Carolina,NaN,0,2796,2804,2810,2815
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,0,205,206,206,207
30,Missouri,NaN,0,2229,2242,2255,2267
31,Vermont,NaN,0,161,162,164,166
32,Virginia,NaN,0,5106,5844,6200,6467
33,Connecticut,NaN,0,996,999,1006,1017
34,Iowa,NaN,0,2562,2664,2717,2745
35,Louisiana,NaN,0,266,266,267,267
36,Ohio,NaN,0,681,683,685,687
37,Michigan,NaN,0,2660,2677,2690,2702
38,South Dakota,NaN,0,75,76,76,76
39,Arkansas,NaN,0,735,740,744,749
40,Delaware,NaN,0,148,149,150,151
41,Mississippi,NaN,0,1705,1708,1712,1716
42,New Mexico,NaN,0,1668,1684,1697,1709
43,North Dakota,NaN,0,446,449,450,452
44,Wyoming,NaN,0,186,186,187,187
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,0,885,893,901,910
47,Alabama,NaN,0,3075,3098,3116,3134
48,Idaho,NaN,0,8915,7962,8008,7907
49,Montana,NaN,0,2400,2182,1913,1794
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,0,2934,2956,2976,2997
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
