,State,649,654,661,668,675,682
0,Washington,NaN,14647,32695,21725,19327,22784
1,Illinois,NaN,14365,13990,12430,11738,11436
2,California,NaN,45894,48502,40224,39815,46941
3,Arizona,NaN,18452,15568,15651,15774,15933
4,Massachusetts,NaN,9232,8208,7303,6822,6566
5,Wisconsin,NaN,16547,14983,22526,28812,26216
6,Texas,NaN,27953,16029,14101,9029,12617
7,Nebraska,NaN,7996,3613,3107,2873,2805
8,Utah,NaN,11682,6704,5575,5357,5323
9,Oregon,NaN,6996,4796,5617,3386,2771
10,Florida,NaN,11142,7561,7938,7853,7900
11,New York,NaN,24763,26802,27106,27353,27482
12,Rhode Island,NaN,1321,948,862,825,811
13,Georgia,NaN,8242,9483,8003,4057,4452
14,New Hampshire,NaN,380,705,740,754,170
15,North Carolina,NaN,13066,8456,6982,6726,6761
16,New Jersey,NaN,9355,9297,9685,9630,9968
17,Colorado,NaN,22392,17387,15688,15136,14007
18,Maryland,NaN,5072,5483,5619,5453,5741
19,Nevada,NaN,2958,2403,1760,1611,1809
20,Tennessee,NaN,6982,5310,1410,1823,2846
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,10768,5593,3751,2738,2905
23,Kentucky,NaN,8477,7049,4861,2297,2521
24,Minnesota,NaN,18735,19868,20264,20480,20823
25,Oklahoma,NaN,4268,6998,5973,5695,3901
26,Pennsylvania,NaN,26381,28870,29709,29857,29496
27,South Carolina,NaN,5646,4124,2519,2551,2583
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,5959,3449,3739,7672,5677
30,Missouri,NaN,6597,4129,4991,4642,4853
31,Vermont,NaN,1280,1379,1358,1603,1557
32,Virginia,NaN,9251,6899,4509,3773,3670
33,Connecticut,NaN,2072,967,1173,450,577
34,Iowa,NaN,11654,5309,5195,5032,4936
35,Louisiana,NaN,2492,2686,2224,2171,2283
36,Ohio,NaN,22884,24007,25091,25677,26174
37,Michigan,NaN,28475,15933,12234,13839,13856
38,South Dakota,NaN,2108,2301,2025,1902,3405
39,Arkansas,NaN,2804,1252,1333,1536,1272
40,Delaware,NaN,1764,1347,1486,1598,1855
41,Mississippi,NaN,3176,4419,3901,2762,3215
42,New Mexico,NaN,7043,7828,7978,8072,8206
43,North Dakota,NaN,3660,3964,4016,4176,4269
44,Wyoming,NaN,2621,1831,1504,1713,1731
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3316,3592,3151,2778,886
47,Alabama,NaN,17905,26231,24067,25311,37204
48,Idaho,NaN,5521,5997,6318,6202,6294
49,Montana,NaN,5000,2812,2339,2252,2245
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5846,4422,3478,2635,1989
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
