,State,705,710,717,724,731,738
0,Washington,NaN,15774,26754,16336,22677,27011
1,Illinois,NaN,88923,39436,57861,39754,40248
2,California,NaN,119348,69525,83976,75360,78745
3,Arizona,NaN,20422,22607,22618,24383,22561
4,Massachusetts,NaN,59928,50747,80947,27811,58448
5,Wisconsin,NaN,28839,19191,26767,10766,9881
6,Texas,NaN,62033,44542,43683,45778,48545
7,Nebraska,NaN,3202,2629,1958,1216,1555
8,Utah,NaN,5571,4506,4091,3616,3679
9,Oregon,NaN,5358,5628,5150,2659,3438
10,Florida,NaN,187192,0,0,0,0
11,New York,NaN,229837,113266,140690,325898,140792
12,Rhode Island,NaN,9037,6271,3062,1349,991
13,Georgia,NaN,62887,51244,56197,55594,40277
14,New Hampshire,NaN,6256,4490,2713,1408,1008
15,North Carolina,NaN,16529,34289,16494,18308,19685
16,New Jersey,NaN,137074,149898,160603,172073,184361
17,Colorado,NaN,25642,19806,27409,18088,14570
18,Maryland,NaN,23335,8296,7512,7428,7483
19,Nevada,NaN,5347,4616,3786,3352,3415
20,Tennessee,NaN,22456,25348,24857,25877,25617
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,15806,8757,15899,27428,11273
23,Kentucky,NaN,6313,5496,2475,1942,2221
24,Minnesota,NaN,14846,11317,6450,2841,1761
25,Oklahoma,NaN,10038,6647,6019,6118,6191
26,Pennsylvania,NaN,71207,82911,86191,89577,93337
27,South Carolina,NaN,9089,18351,17415,11771,14964
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,6454,6893,6938,7118,7300
30,Missouri,NaN,13931,13931,14417,10271,7599
31,Vermont,NaN,1702,1706,1950,2222,2428
32,Virginia,NaN,51410,46595,59196,17501,17870
33,Connecticut,NaN,20665,16667,8235,7284,2836
34,Iowa,NaN,0,0,1999,4398,5204
35,Louisiana,NaN,14551,32864,19908,5315,13931
36,Ohio,NaN,76266,79844,88185,75193,81339
37,Michigan,NaN,26328,31267,27981,8358,0
38,South Dakota,NaN,1858,419,72,96,117
39,Arkansas,NaN,7897,7831,5870,4551,4203
40,Delaware,NaN,7912,10939,10823,12539,12376
41,Mississippi,NaN,2912,1394,1601,3044,1790
42,New Mexico,NaN,5374,4849,5052,1783,2608
43,North Dakota,NaN,2216,2279,2721,2031,2846
44,Wyoming,NaN,628,811,778,789,793
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,4949,4588,3918,2815,1561
47,Alabama,NaN,16186,11118,16314,16040,18551
48,Idaho,NaN,1557,818,622,717,702
49,Montana,NaN,842,934,929,932,937
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,4375,4914,4538,4370,4321
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
