,State,488,493,500,507,514,521
0,Washington,NaN,4829,5284,5378,5219,3627
1,Illinois,NaN,9560,10131,10234,10332,10412
2,California,NaN,8259,5132,5132,5132,5132
3,Arizona,NaN,3915,2354,2354,2354,2354
4,Massachusetts,NaN,3306,3374,3431,3526,3549
5,Wisconsin,NaN,2839,2878,2878,2878,2878
6,Texas,NaN,12290,7594,19656,28703,28703
7,Nebraska,NaN,549,768,768,768,768
8,Utah,NaN,1921,1924,1700,1700,2036
9,Oregon,NaN,3176,3294,3145,3139,3105
10,Florida,NaN,18744,20399,20399,20399,20399
11,New York,NaN,10622,12041,12041,12041,12041
12,Rhode Island,NaN,873,0,0,0,0
13,Georgia,NaN,4542,4843,4843,4843,4843
14,New Hampshire,NaN,681,769,769,769,769
15,North Carolina,NaN,6416,6379,6428,6478,6528
16,New Jersey,NaN,3297,3598,3598,3598,3598
17,Colorado,NaN,5899,5282,3606,3606,3606
18,Maryland,NaN,2413,2678,2678,2678,2678
19,Nevada,NaN,1813,1074,1074,1433,1433
20,Tennessee,NaN,3029,3290,3290,3290,3290
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,4890,4441,4040,4040,4040
23,Kentucky,NaN,3325,3158,3158,3158,3158
24,Minnesota,NaN,4705,5319,5738,5738,5738
25,Oklahoma,NaN,982,1318,1178,1178,1178
26,Pennsylvania,NaN,10027,10888,10888,10888,10888
27,South Carolina,NaN,2535,2724,2724,2724,2724
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,1290,1148,1074,1108,1073
30,Missouri,NaN,3039,3385,3407,3430,3453
31,Vermont,NaN,236,260,260,260,260
32,Virginia,NaN,2889,3186,3186,3186,3186
33,Connecticut,NaN,1348,1541,1541,1541,1541
34,Iowa,NaN,1287,1347,1347,1347,1347
35,Louisiana,NaN,2982,3792,4359,4359,3792
36,Ohio,NaN,6341,6754,6754,6754,6754
37,Michigan,NaN,10096,11182,11182,11182,11182
38,South Dakota,NaN,267,291,291,291,291
39,Arkansas,NaN,1353,1424,1424,1424,1424
40,Delaware,NaN,1407,1537,1537,1537,1537
41,Mississippi,NaN,1562,1377,1377,1377,1377
42,New Mexico,NaN,1218,1751,1751,1751,1751
43,North Dakota,NaN,520,495,580,580,537
44,Wyoming,NaN,582,684,799,666,720
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,1339,1274,1063,1063,1063
47,Alabama,NaN,2099,1874,1874,1874,1874
48,Idaho,NaN,1160,1254,1264,1262,1252
49,Montana,NaN,524,559,575,510,490
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1505,1904,1758,1236,1432
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
