,State,733,738,745,752,759,766
0,Washington,NaN,110374,134759,145014,156672,170917
1,Illinois,NaN,173310,224179,239482,258565,278230
2,California,NaN,692425,845675,924420,1007564,1093740
3,Arizona,NaN,219595,267926,292201,319237,350203
4,Massachusetts,NaN,95965,122952,132091,142609,153221
5,Wisconsin,NaN,173270,217824,235392,253129,275260
6,Texas,NaN,438151,540410,579333,626875,685258
7,Nebraska,NaN,32565,39907,43091,46606,50670
8,Utah,NaN,79728,96292,103285,111439,121930
9,Oregon,NaN,59539,71170,77746,84900,91891
10,Florida,NaN,238873,306685,327550,351920,381014
11,New York,NaN,164221,207407,219062,234772,254954
12,Rhode Island,NaN,21168,26358,28667,30742,33599
13,Georgia,NaN,94891,121270,129780,137401,147895
14,New Hampshire,NaN,22188,27695,29719,31990,34571
15,North Carolina,NaN,204821,246458,266990,289260,314757
16,New Jersey,NaN,58971,74662,78573,83433,89855
17,Colorado,NaN,70588,91531,99228,106845,115153
18,Maryland,NaN,30386,39210,41549,44456,48370
19,Nevada,NaN,86331,107730,117409,128207,139157
20,Tennessee,NaN,138133,182091,194989,210797,230325
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,99771,131033,140715,150970,163436
23,Kentucky,NaN,95550,116615,125059,134812,146952
24,Minnesota,NaN,80765,102912,110614,119262,128598
25,Oklahoma,NaN,87402,114157,123963,135044,148082
26,Pennsylvania,NaN,116425,152140,162082,174429,189627
27,South Carolina,NaN,116723,147696,160180,172841,187870
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,61416,74477,81648,89397,98616
30,Missouri,NaN,77765,98287,105815,114794,124871
31,Vermont,NaN,9129,11476,12559,13704,15069
32,Virginia,NaN,88723,113729,122744,131839,142677
33,Connecticut,NaN,26155,32867,34846,37135,39774
34,Iowa,NaN,36726,53379,57483,61876,67072
35,Louisiana,NaN,54485,68939,74672,80702,87594
36,Ohio,NaN,120000,151550,164015,176804,194057
37,Michigan,NaN,146592,184024,198535,215534,232565
38,South Dakota,NaN,13416,16726,18036,19337,20968
39,Arkansas,NaN,57287,72261,78615,86094,94178
40,Delaware,NaN,10634,13926,15066,16371,17927
41,Mississippi,NaN,46107,60422,65273,70147,75992
42,New Mexico,NaN,44987,55841,59695,64586,70748
43,North Dakota,NaN,17919,22290,24026,26085,28600
44,Wyoming,NaN,10441,13889,14796,15882,17240
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,5458,7475,7870,8339,8850
47,Alabama,NaN,199145,251901,274731,299540,329316
48,Idaho,NaN,19632,26496,28485,30683,33004
49,Montana,NaN,10448,13288,14209,15196,16111
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,32702,41064,44914,48706,53553
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
