,State,495,500,507,514,521,528
0,Washington,NaN,8355,13250,13250,13250,13250
1,Illinois,NaN,6499,7237,7237,7237,7237
2,California,NaN,12367,11583,11583,12767,13932
3,Arizona,NaN,4055,4661,3882,3623,3363
4,Massachusetts,NaN,1986,788,788,1206,1290
5,Wisconsin,NaN,1737,1859,1943,1954,1983
6,Texas,NaN,12182,13158,13158,13158,13158
7,Nebraska,NaN,420,462,462,462,462
8,Utah,NaN,1605,1727,1727,1727,1727
9,Oregon,NaN,2649,2348,2194,2222,2458
10,Florida,NaN,12552,13871,13871,13871,13871
11,New York,NaN,6810,7793,7793,7793,7793
12,Rhode Island,NaN,485,513,290,370,434
13,Georgia,NaN,3729,3991,3991,3991,3991
14,New Hampshire,NaN,455,483,889,802,1083
15,North Carolina,NaN,5400,6024,5676,5937,5937
16,New Jersey,NaN,2102,2402,2402,2402,2402
17,Colorado,NaN,5436,7062,7564,7564,7062
18,Maryland,NaN,1479,1690,1690,1690,1690
19,Nevada,NaN,1395,1486,1698,1671,1752
20,Tennessee,NaN,2317,2568,2568,2568,2568
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,3712,3699,3699,3474,3474
23,Kentucky,NaN,2700,2818,2820,2810,2820
24,Minnesota,NaN,2778,3144,3144,3144,3144
25,Oklahoma,NaN,947,981,1004,1059,1059
26,Pennsylvania,NaN,6933,7612,7612,7612,7612
27,South Carolina,NaN,2267,2443,2443,2443,2443
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,849,771,771,771,771
30,Missouri,NaN,4548,4548,4370,4538,4370
31,Vermont,NaN,115,131,131,131,131
32,Virginia,NaN,2372,2500,2500,2500,1912
33,Connecticut,NaN,1016,1176,1176,1176,1176
34,Iowa,NaN,812,827,827,827,827
35,Louisiana,NaN,2870,2778,2778,2778,2778
36,Ohio,NaN,4940,5415,5415,5415,5415
37,Michigan,NaN,5506,0,0,0,0
38,South Dakota,NaN,250,278,278,278,278
39,Arkansas,NaN,1250,1238,1238,1238,1238
40,Delaware,NaN,490,498,525,417,439
41,Mississippi,NaN,1135,2134,1560,1273,1442
42,New Mexico,NaN,953,960,959,959,959
43,North Dakota,NaN,338,301,326,326,326
44,Wyoming,NaN,483,335,411,474,452
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,795,438,649,588,516
47,Alabama,NaN,1477,547,1080,1372,698
48,Idaho,NaN,944,1115,1115,1115,1115
49,Montana,NaN,617,609,609,609,609
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1552,1614,1568,1334,1248
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
