,State,817,822,829,836,843,850
0,Washington,NaN,1521,5456,5486,5517,5547
1,Illinois,NaN,980,4453,4427,4422,4431
2,California,NaN,0,10897,10941,11260,10523
3,Arizona,NaN,831,863,865,855,858
4,Massachusetts,NaN,3138,7743,7548,7570,7897
5,Wisconsin,NaN,795,1905,1807,1734,1667
6,Texas,NaN,11196,11795,12183,12522,12268
7,Nebraska,NaN,1119,1694,1408,1417,1067
8,Utah,NaN,26,332,333,333,333
9,Oregon,NaN,113,720,625,577,537
10,Florida,NaN,6696,3806,2865,6693,6470
11,New York,NaN,8685,26750,26855,27227,26710
12,Rhode Island,NaN,900,1725,1726,1737,1743
13,Georgia,NaN,1078,2247,2251,2256,2261
14,New Hampshire,NaN,43,271,266,269,266
15,North Carolina,NaN,435,2026,2005,2012,2015
16,New Jersey,NaN,1576,7980,8072,8050,8170
17,Colorado,NaN,1997,5542,5552,5602,5668
18,Maryland,NaN,212,1503,1509,1515,1521
19,Nevada,NaN,897,1471,1470,1471,1486
20,Tennessee,NaN,493,1550,1553,1557,1560
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,798,919,920,925,916
23,Kentucky,NaN,437,1465,1493,1506,1512
24,Minnesota,NaN,430,1808,1830,1834,1839
25,Oklahoma,NaN,152,891,823,894,896
26,Pennsylvania,NaN,0,2767,2791,2744,2792
27,South Carolina,NaN,392,344,345,322,323
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,53,33,75,32,65
30,Missouri,NaN,972,1356,1359,1362,1365
31,Vermont,NaN,466,989,989,1001,1009
32,Virginia,NaN,729,3110,3106,3102,3101
33,Connecticut,NaN,866,2449,2516,2591,2634
34,Iowa,NaN,22,528,549,549,560
35,Louisiana,NaN,65,277,324,378,423
36,Ohio,NaN,0,2211,2281,2327,2386
37,Michigan,NaN,810,3346,3494,3427,3310
38,South Dakota,NaN,20,28,28,28,28
39,Arkansas,NaN,62,243,244,244,244
40,Delaware,NaN,0,131,89,0,33
41,Mississippi,NaN,25,47,47,44,44
42,New Mexico,NaN,230,446,443,445,446
43,North Dakota,NaN,32,145,131,144,142
44,Wyoming,NaN,86,64,68,72,75
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,0,515,556,538,505
47,Alabama,NaN,89,295,295,296,296
48,Idaho,NaN,703,1293,1583,1672,1737
49,Montana,NaN,66,146,151,151,151
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,287,497,498,499,500
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
