,State,614,619,626,633,640,647
0,Washington,NaN,18338,13152,6385,5293,6325
1,Illinois,NaN,20036,14130,17975,12469,8057
2,California,NaN,43923,39034,34806,33317,32885
3,Arizona,NaN,16940,17699,16941,17661,18835
4,Massachusetts,NaN,10999,10089,9097,5439,3558
5,Wisconsin,NaN,24409,13111,9610,8199,7641
6,Texas,NaN,72495,75099,74908,74803,88583
7,Nebraska,NaN,4677,6323,6530,6708,6960
8,Utah,NaN,9141,7541,5391,3660,3564
9,Oregon,NaN,10348,11015,8878,5675,3878
10,Florida,NaN,46311,17848,21378,13562,8357
11,New York,NaN,36310,35471,29674,28225,27629
12,Rhode Island,NaN,2099,1351,1546,1367,339
13,Georgia,NaN,29079,23011,19192,14242,8102
14,New Hampshire,NaN,3092,2703,1928,1010,428
15,North Carolina,NaN,33468,26074,23467,22973,22921
16,New Jersey,NaN,14349,15939,15964,16631,16992
17,Colorado,NaN,11568,9448,7005,6841,6931
18,Maryland,NaN,8608,10472,10916,11169,11543
19,Nevada,NaN,5686,8018,9019,3507,4129
20,Tennessee,NaN,24921,15350,7082,5024,4827
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,19144,23390,37355,36180,37522
23,Kentucky,NaN,22244,18182,15875,15173,15019
24,Minnesota,NaN,15800,9407,9955,5808,2915
25,Oklahoma,NaN,11294,9253,8150,7875,7839
26,Pennsylvania,NaN,31611,37556,37634,37869,38119
27,South Carolina,NaN,18331,18395,16521,15473,14948
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,6595,3079,6214,6294,6371
30,Missouri,NaN,11666,8719,7810,7443,7317
31,Vermont,NaN,1429,1448,1654,1821,1671
32,Virginia,NaN,21459,15199,12527,11531,11197
33,Connecticut,NaN,2756,1427,1183,1143,1143
34,Iowa,NaN,9997,0,0,0,0
35,Louisiana,NaN,7465,3138,9747,3504,4928
36,Ohio,NaN,40477,54084,59147,57975,64416
37,Michigan,NaN,23844,10149,7231,6776,4206
38,South Dakota,NaN,2691,3463,3535,3661,3787
39,Arkansas,NaN,6960,4570,2240,1654,1703
40,Delaware,NaN,3245,4172,4343,4481,4617
41,Mississippi,NaN,8180,17919,21094,21576,25760
42,New Mexico,NaN,3744,2115,1343,1420,1424
43,North Dakota,NaN,3780,4435,4129,3885,3921
44,Wyoming,NaN,4256,4387,2489,1650,1285
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3227,4004,4208,4437,4631
47,Alabama,NaN,17687,21597,22285,23072,23808
48,Idaho,NaN,8579,5955,5180,3653,1856
49,Montana,NaN,6493,5983,3596,2060,1147
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11224,14411,15154,15954,16781
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
