,State,656,661,668,675,682,689
0,Washington,NaN,11168,12304,11610,11515,11517
1,Illinois,NaN,19160,12255,6354,3785,3994
2,California,NaN,43638,34038,30900,31374,29120
3,Arizona,NaN,21969,21359,21473,21962,22363
4,Massachusetts,NaN,9704,9027,9071,9101,9190
5,Wisconsin,NaN,18479,19678,19974,20224,20550
6,Texas,NaN,19418,16844,16816,16881,16954
7,Nebraska,NaN,4016,1477,626,355,331
8,Utah,NaN,10591,10524,10633,10783,10927
9,Oregon,NaN,6874,5619,5253,3834,2521
10,Florida,NaN,9782,8066,8064,8116,8156
11,New York,NaN,24082,23132,23229,23027,24454
12,Rhode Island,NaN,1832,1440,980,457,169
13,Georgia,NaN,6242,4912,4475,4735,4627
14,New Hampshire,NaN,10321,5808,4213,3612,3443
15,North Carolina,NaN,11291,10093,8583,7841,7462
16,New Jersey,NaN,8765,8987,8512,9188,9336
17,Colorado,NaN,20067,14906,12230,7834,7107
18,Maryland,NaN,4475,4418,4397,4532,4345
19,Nevada,NaN,7144,5063,4543,4687,4715
20,Tennessee,NaN,5919,3187,3159,3184,3203
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,12022,8993,10179,7442,6190
23,Kentucky,NaN,7311,6492,4685,1526,1923
24,Minnesota,NaN,35512,38371,39254,39649,40876
25,Oklahoma,NaN,3895,3318,3301,3324,3342
26,Pennsylvania,NaN,28831,29792,30103,30781,31119
27,South Carolina,NaN,4789,1313,539,663,702
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,5511,5473,7201,5214,6998
30,Missouri,NaN,7993,7201,6044,7065,5767
31,Vermont,NaN,2450,2248,2362,2422,2482
32,Virginia,NaN,8225,7354,5030,3983,3433
33,Connecticut,NaN,2398,1333,1053,1076,1049
34,Iowa,NaN,7661,12790,19098,15192,12241
35,Louisiana,NaN,3696,3374,2934,3117,3153
36,Ohio,NaN,25616,22598,22960,23290,23605
37,Michigan,NaN,38532,47659,48132,48836,50265
38,South Dakota,NaN,2708,1265,894,220,110
39,Arkansas,NaN,2978,1834,1881,1328,1869
40,Delaware,NaN,1559,1472,1472,1514,1524
41,Mississippi,NaN,1894,1652,1442,1453,1597
42,New Mexico,NaN,8256,7357,14220,7302,4411
43,North Dakota,NaN,3562,3907,3994,4088,4198
44,Wyoming,NaN,2235,2829,1143,1126,1244
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3629,3437,2569,1260,608
47,Alabama,NaN,2734,2669,2964,3162,3297
48,Idaho,NaN,4560,4605,4675,4709,4783
49,Montana,NaN,4309,2824,1600,1085,1113
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,4940,3965,2975,2206,1562
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
