,State,502,507,514,521,528,535
0,Washington,NaN,4208,2935,2944,2981,3035
1,Illinois,NaN,3844,2806,2817,2829,2841
2,California,NaN,6214,3485,3283,3446,3384
3,Arizona,NaN,2848,2362,2389,2412,2373
4,Massachusetts,NaN,1157,500,506,511,514
5,Wisconsin,NaN,1147,670,675,680,684
6,Texas,NaN,9534,7672,7714,7602,8158
7,Nebraska,NaN,254,116,41,95,150
8,Utah,NaN,1568,1278,1292,1297,1303
9,Oregon,NaN,1989,1612,1650,1541,1709
10,Florida,NaN,12049,12076,12126,12190,12255
11,New York,NaN,4320,2518,2526,2533,2540
12,Rhode Island,NaN,248,85,95,85,98
13,Georgia,NaN,2511,1608,1676,1683,1654
14,New Hampshire,NaN,178,84,91,95,98
15,North Carolina,NaN,3515,2502,2992,3048,2537
16,New Jersey,NaN,1806,793,782,784,788
17,Colorado,NaN,4095,2932,2965,2993,3027
18,Maryland,NaN,943,546,548,550,551
19,Nevada,NaN,1643,1480,1569,1616,1623
20,Tennessee,NaN,1439,899,899,904,908
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,3216,2649,2663,2733,2692
23,Kentucky,NaN,2137,1541,1420,1354,1461
24,Minnesota,NaN,1323,856,837,863,867
25,Oklahoma,NaN,775,434,434,434,436
26,Pennsylvania,NaN,3923,3089,3110,3131,3153
27,South Carolina,NaN,1036,549,550,553,555
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,728,281,286,282,297
30,Missouri,NaN,2895,2271,1973,2302,2291
31,Vermont,NaN,51,21,21,22,22
32,Virginia,NaN,1421,602,619,632,642
33,Connecticut,NaN,550,157,158,159,159
34,Iowa,NaN,625,407,409,411,413
35,Louisiana,NaN,2296,2101,2284,2432,2807
36,Ohio,NaN,2823,1807,1817,1826,1836
37,Michigan,NaN,2994,1472,1479,1485,1492
38,South Dakota,NaN,99,45,45,45,45
39,Arkansas,NaN,1055,851,854,857,860
40,Delaware,NaN,300,95,94,105,114
41,Mississippi,NaN,782,472,534,493,534
42,New Mexico,NaN,651,481,462,504,464
43,North Dakota,NaN,263,185,186,187,187
44,Wyoming,NaN,484,625,694,668,538
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,497,222,230,238,245
47,Alabama,NaN,2180,1423,2101,1380,2075
48,Idaho,NaN,783,556,561,564,566
49,Montana,NaN,475,391,352,369,335
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,945,606,626,629,622
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
