,State,593,598,605,612,619,626
0,Washington,NaN,25570,24991,20453,15222,9054
1,Illinois,NaN,33087,34560,47767,43539,37910
2,California,NaN,93982,122543,133094,133959,168090
3,Arizona,NaN,20939,25300,25113,25164,27034
4,Massachusetts,NaN,12801,14702,12400,10545,6694
5,Wisconsin,NaN,14495,14229,11702,8855,7728
6,Texas,NaN,151354,145388,129414,115902,83751
7,Nebraska,NaN,4731,5487,4906,4680,4596
8,Utah,NaN,10327,7514,5892,4642,4313
9,Oregon,NaN,15495,19561,19876,20110,20594
10,Florida,NaN,119459,0,0,0,0
11,New York,NaN,37627,44004,42784,42064,41223
12,Rhode Island,NaN,2066,2203,1776,1663,1722
13,Georgia,NaN,64267,58150,56920,44490,35700
14,New Hampshire,NaN,2318,2510,1924,1488,761
15,North Carolina,NaN,50097,39302,45537,27618,21325
16,New Jersey,NaN,14645,19040,19325,19568,19809
17,Colorado,NaN,12778,15971,17254,17755,17966
18,Maryland,NaN,8511,10979,11040,11208,11374
19,Nevada,NaN,8125,4944,5630,5276,6024
20,Tennessee,NaN,52450,52588,45936,35957,25793
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,31589,32797,30650,27704,26735
23,Kentucky,NaN,30751,26730,18187,11086,7670
24,Minnesota,NaN,11541,13158,14041,13043,14309
25,Oklahoma,NaN,18642,11703,4930,3265,3581
26,Pennsylvania,NaN,26146,33899,33865,34153,34359
27,South Carolina,NaN,41331,32167,35380,34689,17693
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,12295,12274,7935,8749,10278
30,Missouri,NaN,16129,18044,18862,16171,12706
31,Vermont,NaN,1127,1423,1476,1516,1612
32,Virginia,NaN,25195,24370,26353,27186,27901
33,Connecticut,NaN,4232,2367,1194,855,877
34,Iowa,NaN,9006,12348,12675,12882,13250
35,Louisiana,NaN,13446,13984,8317,7029,10054
36,Ohio,NaN,46902,60416,56883,53980,53610
37,Michigan,NaN,17536,11609,17722,14010,4961
38,South Dakota,NaN,3450,4054,3006,2869,2538
39,Arkansas,NaN,13911,10152,12115,10436,10364
40,Delaware,NaN,3019,3481,3550,4279,3624
41,Mississippi,NaN,18248,25171,26369,27369,28511
42,New Mexico,NaN,5966,7705,7854,8001,8170
43,North Dakota,NaN,3246,4217,4548,4596,4552
44,Wyoming,NaN,4368,2815,2914,1587,1055
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3442,4395,4360,4091,4216
47,Alabama,NaN,32917,45192,47558,49609,52094
48,Idaho,NaN,9752,13096,13121,11913,12120
49,Montana,NaN,4206,3896,3456,2197,1708
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11023,15508,17445,18668,19625
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
