,State,803,808,815,822,829,836
0,Washington,NaN,0,749,755,760,765
1,Illinois,NaN,0,1178,1182,1206,1213
2,California,NaN,0,3051,3062,3073,3083
3,Arizona,NaN,0,1667,1583,1567,1385
4,Massachusetts,NaN,0,4415,4522,4545,4741
5,Wisconsin,NaN,0,1048,1096,1088,1071
6,Texas,NaN,0,4226,4258,4291,4324
7,Nebraska,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,NaN,0,107,107,107,107
9,Oregon,NaN,0,350,362,346,339
10,Florida,NaN,0,845,846,454,1135
11,New York,NaN,0,11150,10659,10154,10695
12,Rhode Island,NaN,0,577,596,593,570
13,Georgia,NaN,0,5503,5563,5624,5685
14,New Hampshire,NaN,0,143,145,146,148
15,North Carolina,NaN,0,1591,1598,1605,1611
16,New Jersey,NaN,0,4917,4956,5052,5125
17,Colorado,NaN,0,2909,2940,2972,3004
18,Maryland,NaN,0,1102,1039,1084,1065
19,Nevada,NaN,0,277,278,279,280
20,Tennessee,NaN,0,420,422,423,425
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,0,198,198,199,200
23,Kentucky,NaN,0,8436,9977,11583,13042
24,Minnesota,NaN,0,520,522,524,526
25,Oklahoma,NaN,0,586,588,591,593
26,Pennsylvania,NaN,0,1889,1951,2014,1962
27,South Carolina,NaN,0,55,55,55,55
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,0,590,592,595,597
30,Missouri,NaN,0,912,917,921,926
31,Vermont,NaN,0,434,440,444,449
32,Virginia,NaN,0,1430,1437,1444,1451
33,Connecticut,NaN,0,2442,2258,2395,2570
34,Iowa,NaN,0,140,139,140,140
35,Louisiana,NaN,0,135,135,135,135
36,Ohio,NaN,0,1238,1241,1244,1246
37,Michigan,NaN,0,2367,2376,2386,2396
38,South Dakota,NaN,0,20,20,20,20
39,Arkansas,NaN,0,84,85,85,85
40,Delaware,NaN,0,315,318,320,321
41,Mississippi,NaN,0,67,67,67,68
42,New Mexico,NaN,0,143,128,132,127
43,North Dakota,NaN,0,46,47,49,48
44,Wyoming,NaN,0,13,13,13,13
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,0,1958,1985,1995,2010
47,Alabama,NaN,0,593,580,560,544
48,Idaho,NaN,0,340,341,342,343
49,Montana,NaN,0,1063,1369,1534,1646
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,0,281,282,283,284
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
