,State,718,724,731,738,745,752
0,Washington,NaN,0,0,0,0,0
1,Illinois,NaN,0,0,0,0,0
2,California,NaN,0,0,0,0,0
3,Arizona,NaN,0,0,0,0,0
4,Massachusetts,NaN,0,0,0,0,0
5,Wisconsin,NaN,0,0,0,0,0
6,Texas,NaN,0,0,0,0,0
7,Nebraska,NaN,0,0,0,0,0
8,Utah,NaN,0,0,0,0,0
9,Oregon,NaN,0,0,0,0,0
10,Florida,NaN,0,0,0,0,0
11,New York,NaN,0,0,0,0,0
12,Rhode Island,NaN,0,0,0,0,0
13,Georgia,NaN,0,0,0,0,0
14,New Hampshire,NaN,0,0,0,0,0
15,North Carolina,NaN,0,0,0,0,0
16,New Jersey,NaN,0,0,0,0,0
17,Colorado,NaN,0,0,0,0,0
18,Maryland,NaN,0,0,0,0,0
19,Nevada,NaN,0,0,0,0,0
20,Tennessee,NaN,0,0,0,0,0
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,0,0,0,0,0
23,Kentucky,NaN,0,0,0,0,0
24,Minnesota,NaN,0,0,0,0,0
25,Oklahoma,NaN,0,0,0,0,0
26,Pennsylvania,NaN,0,0,0,0,0
27,South Carolina,NaN,0,0,0,0,0
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,0,0,0,0,0
30,Missouri,NaN,0,0,0,0,0
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,0,0,0,0,0
33,Connecticut,NaN,0,0,0,0,0
34,Iowa,NaN,0,0,0,0,0
35,Louisiana,NaN,0,0,0,0,0
36,Ohio,NaN,0,0,0,0,0
37,Michigan,NaN,0,0,0,0,0
38,South Dakota,NaN,0,0,0,0,0
39,Arkansas,NaN,0,0,0,0,0
40,Delaware,NaN,0,0,0,0,0
41,Mississippi,NaN,0,0,0,0,0
42,New Mexico,NaN,0,0,0,0,0
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,0,0,0,0,0
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,0,0,0,0,0
47,Alabama,NaN,0,0,0,0,0
48,Idaho,NaN,0,0,0,0,0
49,Montana,NaN,0,0,0,0,0
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,0,0,0,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
