,State,712,717,724,731,738,745
0,Washington,NaN,52998,27885,16973,9736,12923
1,Illinois,NaN,170578,119433,69332,55865,42047
2,California,NaN,338016,162741,174660,187123,179100
3,Arizona,NaN,47163,52013,79844,87939,59350
4,Massachusetts,NaN,114886,147513,122822,83857,75041
5,Wisconsin,NaN,42290,45593,29098,16641,19427
6,Texas,NaN,163076,176899,179373,183299,187372
7,Nebraska,NaN,10397,12792,12904,13140,13419
8,Utah,NaN,19932,14006,10182,8502,8369
9,Oregon,NaN,16043,7251,1334,3474,3919
10,Florida,NaN,0,0,0,0,0
11,New York,NaN,623509,747476,826407,986951,1046561
12,Rhode Island,NaN,18276,13823,10424,9639,9239
13,Georgia,NaN,159416,178496,180058,184646,190370
14,New Hampshire,NaN,9774,9180,5713,3679,1990
15,North Carolina,NaN,118929,59195,28579,16842,7513
16,New Jersey,NaN,235831,300057,341114,387780,440888
17,Colorado,NaN,64534,72857,75080,77671,80309
18,Maryland,NaN,93260,67192,95839,50712,78476
19,Nevada,NaN,15924,15754,15739,16045,16325
20,Tennessee,NaN,68069,79363,80408,81937,83047
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,68889,85752,86815,88716,90255
23,Kentucky,NaN,29553,37320,37635,38513,38697
24,Minnesota,NaN,32925,20725,28473,16569,7623
25,Oklahoma,NaN,20423,11062,10354,9766,9849
26,Pennsylvania,NaN,152976,166541,162066,154952,155497
27,South Carolina,NaN,46114,29928,18247,15885,8783
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,19611,9871,9197,9476,9527
30,Missouri,NaN,48951,46986,43523,37240,38752
31,Vermont,NaN,6270,9143,7876,8209,8492
32,Virginia,NaN,101163,126848,132592,139304,146594
33,Connecticut,NaN,51239,47539,26316,14192,9553
34,Iowa,NaN,0,0,0,0,0
35,Louisiana,NaN,57480,20318,20697,18428,14738
36,Ohio,NaN,129812,131206,75813,144899,135009
37,Michigan,NaN,97118,127062,130112,133630,137414
38,South Dakota,NaN,4837,5411,5461,5566,5660
39,Arkansas,NaN,30973,37173,38310,39589,41335
40,Delaware,NaN,17581,20932,22378,23960,25640
41,Mississippi,NaN,27350,22397,9009,5911,4708
42,New Mexico,NaN,8361,8501,3395,4413,2490
43,North Dakota,NaN,4056,4093,4402,4070,3159
44,Wyoming,NaN,2090,1365,581,973,1164
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,4759,1189,378,213,379
47,Alabama,NaN,42792,39088,37719,39328,46282
48,Idaho,NaN,5481,5560,5575,5638,5605
49,Montana,NaN,3080,1838,1653,829,360
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12657,14347,15651,21291,16247
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
