,State,754,759,766,773,780,787
0,Washington,NaN,33936,17478,14991,7871,6670
1,Illinois,NaN,22390,25814,24848,24521,24618
2,California,NaN,162761,252200,280222,310756,342763
3,Arizona,NaN,26096,27197,29446,21627,19772
4,Massachusetts,NaN,14266,9608,6886,4062,2122
5,Wisconsin,NaN,14221,17241,17418,17568,17677
6,Texas,NaN,85428,116311,124479,131501,139552
7,Nebraska,NaN,3568,2113,1120,932,1080
8,Utah,NaN,9783,13520,13789,14074,14457
9,Oregon,NaN,16108,12387,11134,7907,5489
10,Florida,NaN,118116,80988,24360,32960,36270
11,New York,NaN,30551,24488,21174,22622,23661
12,Rhode Island,NaN,3168,2939,2271,1663,879
13,Georgia,NaN,23993,15028,11538,6634,6658
14,New Hampshire,NaN,6140,5379,3427,1767,664
15,North Carolina,NaN,43888,57692,58146,59213,60448
16,New Jersey,NaN,12543,15759,16198,16509,16809
17,Colorado,NaN,14953,10356,9684,7047,7511
18,Maryland,NaN,4776,5940,6017,6037,6089
19,Nevada,NaN,5976,4598,4568,3728,3496
20,Tennessee,NaN,24369,17037,12016,6383,2683
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,12245,14892,11387,8472,5481
23,Kentucky,NaN,33277,34879,32768,25875,23544
24,Minnesota,NaN,23386,14220,13235,5233,3128
25,Oklahoma,NaN,7651,10586,10705,10884,11051
26,Pennsylvania,NaN,19167,31354,31513,27294,21039
27,South Carolina,NaN,17687,12279,14256,8941,5399
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,2971,3638,3576,3561,3595
30,Missouri,NaN,16070,20384,20298,20376,20593
31,Vermont,NaN,1965,1566,1071,806,679
32,Virginia,NaN,25448,15861,17182,11089,6573
33,Connecticut,NaN,5629,7066,7121,7172,7224
34,Iowa,NaN,7727,1274,2256,3907,2104
35,Louisiana,NaN,12273,11809,10852,3813,16647
36,Ohio,NaN,18407,18321,19876,18748,17913
37,Michigan,NaN,22318,20652,28272,29339,29645
38,South Dakota,NaN,1877,2204,2226,2248,2272
39,Arkansas,NaN,9552,12430,12497,12652,12798
40,Delaware,NaN,2114,2574,2581,2600,2621
41,Mississippi,NaN,21459,18481,8057,7152,9410
42,New Mexico,NaN,8454,6343,6692,5959,3308
43,North Dakota,NaN,3610,3818,3355,2908,2266
44,Wyoming,NaN,2074,1986,1343,1404,1336
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,6637,7709,7989,8217,8594
47,Alabama,NaN,15116,20063,20361,20636,20862
48,Idaho,NaN,11492,9713,5214,2445,1709
49,Montana,NaN,5240,6947,7162,7315,7537
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,10646,11990,11322,10805,10658
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
