,State,691,696,703,710,717,724
0,Washington,NaN,8402,8776,8440,8641,8761
1,Illinois,NaN,49414,58473,47906,35784,17259
2,California,NaN,47808,61843,57143,60958,50188
3,Arizona,NaN,24272,20536,23692,20391,23370
4,Massachusetts,NaN,38652,29576,19437,12399,7662
5,Wisconsin,NaN,25061,20194,15606,9273,7076
6,Texas,NaN,42181,47448,41518,52757,47029
7,Nebraska,NaN,7630,3232,1521,1188,1207
8,Utah,NaN,8242,5379,5197,4357,4326
9,Oregon,NaN,5036,5436,5149,5124,5156
10,Florida,NaN,0,0,0,0,0
11,New York,NaN,74270,80970,82872,84935,87038
12,Rhode Island,NaN,6476,5422,3498,2386,1510
13,Georgia,NaN,10125,4960,4852,4843,4772
14,New Hampshire,NaN,8437,9240,6459,4165,1779
15,North Carolina,NaN,22391,14630,7382,7281,4348
16,New Jersey,NaN,34487,34007,33354,35242,35553
17,Colorado,NaN,14925,11283,14383,7938,8442
18,Maryland,NaN,225,235,189,209,187
19,Nevada,NaN,4182,3787,3542,3065,3564
20,Tennessee,NaN,12644,3320,4693,2308,2660
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,31945,33445,29650,26721,23714
23,Kentucky,NaN,15681,13163,10165,6698,4155
24,Minnesota,NaN,28974,21275,14118,6912,3049
25,Oklahoma,NaN,10474,8557,10172,10262,10348
26,Pennsylvania,NaN,59018,44872,48009,49253,50898
27,South Carolina,NaN,8151,1187,848,581,337
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,10848,1758,1607,1674,1683
30,Missouri,NaN,19358,14523,12313,9551,9408
31,Vermont,NaN,2756,2679,2886,2772,2891
32,Virginia,NaN,20600,15270,14248,8515,5069
33,Connecticut,NaN,21220,16190,9654,8309,3027
34,Iowa,NaN,10144,2919,1654,1113,1157
35,Louisiana,NaN,2895,1586,2262,3003,2501
36,Ohio,NaN,50086,44014,41815,41601,41027
37,Michigan,NaN,0,0,0,0,0
38,South Dakota,NaN,2600,1060,619,113,54
39,Arkansas,NaN,4995,4856,3223,2841,2820
40,Delaware,NaN,4611,2677,2807,2401,2221
41,Mississippi,NaN,4072,3420,2816,2874,3027
42,New Mexico,NaN,8075,6684,8989,6262,5745
43,North Dakota,NaN,2105,1215,825,581,500
44,Wyoming,NaN,880,1389,1680,1670,1571
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,8549,10556,11179,11806,12501
47,Alabama,NaN,4186,3641,4142,4674,3582
48,Idaho,NaN,2691,1072,832,818,903
49,Montana,NaN,1246,774,511,486,582
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5897,6096,5929,5935,6011
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
