,State,740,745,752,759,766,773
0,Washington,1339737,163523,209527,229689,249996,274304
1,Illinois,2920971,103624,67066,69570,37901,39164
2,California,8427782,509711,1122448,1222595,991675,963839
3,Arizona,1870644,97565,109970,113465,108216,104491
4,Massachusetts,1611594,49015,30618,28454,12228,13100
5,Wisconsin,1516628,39618,24139,13231,7196,5754
6,Texas,6258336,248446,272110,296855,328320,307113
7,Nebraska,439326,19684,24249,25964,27427,29378
8,Utah,885523,40667,29731,18356,18036,18039
9,Oregon,633876,46409,37215,32221,26201,16277
10,Florida,5535803,168098,130593,210877,215111,221823
11,New York,4805416,88904,130345,125124,146876,186336
12,Rhode Island,343779,11237,9895,5915,2878,1536
13,Georgia,2368052,117087,168133,179406,189325,202611
14,New Hampshire,276856,12279,15150,16304,17314,18544
15,North Carolina,2421799,146285,191492,202194,216681,232545
16,New Jersey,2111856,39733,54942,56555,63096,63343
17,Colorado,1253042,45321,39894,31223,19931,15904
18,Maryland,955280,15307,19155,18679,19383,19064
19,Nevada,656898,25425,33680,35706,37875,40457
20,Tennessee,1771783,0,0,0,0,0
21,Hawaii,219288,NaN,NaN,NaN,NaN,NaN
22,Indiana,1623439,71841,67539,53751,52607,45859
23,Kentucky,1160558,86517,102440,110794,119844,130249
24,Minnesota,1321753,101479,46399,25167,21913,16364
25,Oklahoma,976914,64339,81694,88627,96259,104409
26,Pennsylvania,2661481,73992,90285,86627,93646,90630
27,South Carolina,1355116,80200,93895,44019,41646,45471
28,District of Columbia,129817,NaN,NaN,NaN,NaN,NaN
29,Kansas,730853,35933,46919,50216,54613,58708
30,Missouri,1334549,54215,56731,52234,49197,43650
31,Vermont,104472,4336,4292,4728,4585,4630
32,Virginia,1545650,64161,50352,32824,19521,16504
33,Connecticut,699400,20923,28409,29368,30385,31456
34,Iowa,712288,27076,22036,5946,3313,3340
35,Louisiana,1114109,38774,38235,30305,14202,14757
36,Ohio,2580405,57611,73021,77318,81507,86067
37,Michigan,2258465,99391,133126,143157,151511,163319
38,South Dakota,226413,7178,2412,2363,451,152
39,Arkansas,776759,25962,35554,38330,40731,44013
40,Delaware,248111,6896,8673,8909,8821,9121
41,Mississippi,727418,32220,46103,49484,52714,56623
42,New Mexico,480087,29897,33591,36101,38834,41784
43,North Dakota,223726,10712,8122,5883,4704,4128
44,Wyoming,146505,9287,8448,6580,2146,1364
45,Alaska,216939,NaN,NaN,NaN,NaN,NaN
46,Maine,174225,8105,6315,6167,3728,1694
47,Alabama,1218257,52349,69297,75227,43179,13216
48,Idaho,380302,21071,19151,19426,12634,9255
49,Montana,242180,22288,21240,13864,6788,4871
50,Puerto Rico,457935,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,14870,NaN,NaN,NaN,NaN,NaN
52,Guam,32331,NaN,NaN,NaN,NaN,NaN
53,West Virginia,446771,27597,32924,35457,38315,41259
54,Northern Mariana Islands,4908,NaN,NaN,NaN,NaN,NaN
55,American Samoa,18,NaN,NaN,NaN,NaN,NaN
