,State,565,570,577,584,591
0,Washington,NaN,4358,4224,4207,4236
1,Illinois,NaN,12111,11423,9182,5876
2,California,NaN,26982,38038,27655,24830
3,Arizona,NaN,14765,14484,14518,15120
4,Massachusetts,NaN,4250,3194,2096,3143
5,Wisconsin,NaN,5985,5779,5471,4582
6,Texas,NaN,60416,54349,30899,33789
7,Nebraska,NaN,1411,1411,742,412
8,Utah,NaN,5741,4333,3733,3705
9,Oregon,NaN,4832,4788,5669,5295
10,Florida,NaN,109987,234666,255710,278642
11,New York,NaN,16246,13802,12746,11739
12,Rhode Island,NaN,961,456,182,124
13,Georgia,NaN,21429,15270,12283,10942
14,New Hampshire,NaN,323,370,294,277
15,North Carolina,NaN,10134,16523,14621,10093
16,New Jersey,NaN,7451,7461,7504,7553
17,Colorado,NaN,6941,6887,6935,6995
18,Maryland,NaN,4268,4363,4039,4462
19,Nevada,NaN,4920,6102,5923,5862
20,Tennessee,NaN,11727,10532,12027,14416
21,Hawaii,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,5342,3466,1609,1974
23,Kentucky,NaN,9507,9464,9590,9747
24,Minnesota,NaN,2142,2284,1494,1241
25,Oklahoma,NaN,8487,5153,1910,1536
26,Pennsylvania,NaN,4412,4262,4695,4732
27,South Carolina,NaN,13541,10601,9046,7600
28,District of Columbia,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,4901,5697,7269,7231
30,Missouri,NaN,18908,15225,11788,8702
31,Vermont,NaN,246,134,96,61
32,Virginia,NaN,4989,3059,3157,2735
33,Connecticut,NaN,1168,1243,563,715
34,Iowa,NaN,1543,1511,1471,1594
35,Louisiana,NaN,20830,8407,4373,4422
36,Ohio,NaN,8010,8076,7337,8682
37,Michigan,NaN,3516,7060,7097,7135
38,South Dakota,NaN,103,89,80,73
39,Arkansas,NaN,10476,7525,7123,7156
40,Delaware,NaN,1017,1012,1015,1028
41,Mississippi,NaN,10332,11948,12591,11605
42,New Mexico,NaN,2159,2024,2272,2312
43,North Dakota,NaN,370,301,259,220
44,Wyoming,NaN,831,818,830,835
45,Alaska,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,607,599,604,609
47,Alabama,NaN,18319,18062,13809,19336
48,Idaho,NaN,874,645,470,379
49,Montana,NaN,1224,844,363,489
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,855,522,592,633
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
