,State,628,633,640,647,654,661
0,Washington,NaN,15690,12207,8831,8029,7939
1,Illinois,NaN,19504,13820,8196,3596,2629
2,California,NaN,38110,30588,27314,26299,26017
3,Arizona,NaN,15311,15862,16187,16489,16773
4,Massachusetts,NaN,9479,8332,6235,3244,1475
5,Wisconsin,NaN,21121,17596,15111,10308,7404
6,Texas,NaN,38623,35560,37959,38643,37058
7,Nebraska,NaN,4402,1658,753,465,442
8,Utah,NaN,10226,5653,4833,4058,3725
9,Oregon,NaN,8825,7441,5175,3612,2461
10,Florida,NaN,21093,14457,14898,14648,14727
11,New York,NaN,34859,41779,41516,42177,42870
12,Rhode Island,NaN,1772,1639,1698,2282,1841
13,Georgia,NaN,18955,15893,13567,7983,4927
14,New Hampshire,NaN,3515,1609,1629,1261,463
15,North Carolina,NaN,22227,28365,29103,29843,30354
16,New Jersey,NaN,11898,13794,14013,14173,14370
17,Colorado,NaN,16316,10187,11687,7263,5345
18,Maryland,NaN,7391,7437,8050,7824,8359
19,Nevada,NaN,3463,3538,3564,3592,3628
20,Tennessee,NaN,15647,15446,12878,7663,4636
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,15731,12400,11102,8504,5003
23,Kentucky,NaN,12610,13569,17986,9887,9551
24,Minnesota,NaN,22778,8560,9802,8292,3824
25,Oklahoma,NaN,6416,4201,2607,3581,4395
26,Pennsylvania,NaN,40081,41620,39883,38778,40866
27,South Carolina,NaN,11779,7509,6329,3683,2856
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,5969,5927,7827,6205,8444
30,Missouri,NaN,8526,7729,7546,7487,7484
31,Vermont,NaN,1423,1672,1695,1884,1904
32,Virginia,NaN,18524,15757,22310,16856,12529
33,Connecticut,NaN,2768,2297,1660,1468,1421
34,Iowa,NaN,0,0,0,0,0
35,Louisiana,NaN,4701,5020,3793,3840,3913
36,Ohio,NaN,33470,40109,39879,42031,43159
37,Michigan,NaN,31180,26678,12215,3049,7107
38,South Dakota,NaN,2201,3447,4210,3539,3290
39,Arkansas,NaN,4595,2965,1644,1743,1362
40,Delaware,NaN,3020,3486,3537,3622,3676
41,Mississippi,NaN,4545,3858,2860,3117,2454
42,New Mexico,NaN,5178,3749,2957,1214,1067
43,North Dakota,NaN,4075,4026,2746,1763,1259
44,Wyoming,NaN,3051,1577,1124,1371,1322
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3155,3293,2120,985,513
47,Alabama,NaN,6220,1499,529,3446,5048
48,Idaho,NaN,7988,6762,4172,3887,4944
49,Montana,NaN,7068,6997,3655,2159,1923
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,7638,10268,10817,11441,12168
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
