,State,509,514,521,528,535,542
0,Washington,NaN,4060,5023,4846,4808,4563
1,Illinois,NaN,1942,2447,2782,2974,3133
2,California,NaN,7138,8284,8720,8668,8700
3,Arizona,NaN,3221,3416,3469,3493,3513
4,Massachusetts,NaN,794,610,615,690,616
5,Wisconsin,NaN,835,896,899,903,906
6,Texas,NaN,18436,14619,14696,14719,14797
7,Nebraska,NaN,224,175,218,219,219
8,Utah,NaN,2178,2144,2144,2154,2169
9,Oregon,NaN,1815,1855,1680,1937,2000
10,Florida,NaN,11171,27434,32556,27210,25439
11,New York,NaN,3266,2165,2175,2178,2181
12,Rhode Island,NaN,208,140,134,135,134
13,Georgia,NaN,2666,2346,2329,2336,2341
14,New Hampshire,NaN,197,201,187,189,188
15,North Carolina,NaN,2819,1303,0,0,0
16,New Jersey,NaN,1257,677,836,970,1094
17,Colorado,NaN,4129,4706,5173,5578,5825
18,Maryland,NaN,624,435,432,418,442
19,Nevada,NaN,1803,2819,3542,4100,4531
20,Tennessee,NaN,1161,1096,1072,1076,1077
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,2276,2701,2682,2696,2708
23,Kentucky,NaN,1668,1824,1803,1826,1836
24,Minnesota,NaN,1124,1028,1053,1064,1069
25,Oklahoma,NaN,878,566,308,376,725
26,Pennsylvania,NaN,2567,2306,2301,2309,2314
27,South Carolina,NaN,782,524,528,538,590
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,883,5306,7106,5379,7179
30,Missouri,NaN,4007,3609,3065,3083,3482
31,Vermont,NaN,78,69,66,66,66
32,Virginia,NaN,956,1074,1216,1327,1407
33,Connecticut,NaN,421,202,178,83,135
34,Iowa,NaN,540,382,375,390,383
35,Louisiana,NaN,2412,4301,9561,4703,7378
36,Ohio,NaN,2241,2678,2984,3176,3293
37,Michigan,NaN,1728,902,301,0,0
38,South Dakota,NaN,74,37,30,41,40
39,Arkansas,NaN,1870,1617,1950,1820,1543
40,Delaware,NaN,231,159,169,168,161
41,Mississippi,NaN,1011,980,1037,1083,1070
42,New Mexico,NaN,537,192,701,801,663
43,North Dakota,NaN,240,289,288,289,290
44,Wyoming,NaN,487,496,596,440,482
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,342,438,507,557,603
47,Alabama,NaN,1561,1585,1382,1407,1775
48,Idaho,NaN,691,576,562,459,640
49,Montana,NaN,514,671,565,501,730
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,617,588,814,860,685
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
