,County,390,395,402,409,416
0,01001,6024,295,312,311,324
1,01003,19136,664,671,649,671
2,01005,2044,90,98,98,103
3,01007,2397,104,116,121,126
4,01009,5973,231,249,243,249
5,01011,1142,64,71,72,76
6,01013,1905,89,102,102,107
7,01015,12725,524,531,532,550
8,01017,3325,144,154,152,153
9,01019,1745,63,69,71,75
10,01021,3739,187,208,215,227
11,01023,543,28,32,34,37
12,01025,3397,157,162,161,166
13,01027,1394,72,83,85,91
14,01029,1336,67,73,75,78
15,01031,5155,210,219,215,221
16,01033,5931,174,180,175,181
17,01035,1052,52,59,62,67
18,01037,840,137,167,181,202
19,01039,3830,198,216,217,232
20,01041,1400,89,100,101,108
21,01043,8802,240,246,236,246
22,01045,4524,198,211,213,230
23,01047,3285,113,118,116,118
24,01049,8355,266,277,267,275
25,01051,9110,368,386,386,406
26,01053,3707,159,167,163,173
27,01055,12966,414,433,432,453
28,01057,1953,87,93,93,96
29,01059,3947,128,136,130,135
30,01061,2350,104,108,106,110
31,01063,852,62,73,77,84
32,01065,2024,89,94,95,100
33,01067,1786,100,109,110,120
34,01069,9919,367,383,379,415
35,01071,6417,213,222,216,225
36,01073,69599,1869,1899,1823,1903
37,01075,1281,56,61,63,65
38,01077,8476,300,312,300,316
39,01079,2780,127,136,132,140
40,01081,14622,539,546,534,572
41,01083,9190,374,391,385,415
42,01085,1288,66,72,74,78
43,01087,1370,72,81,83,90
44,01089,31593,1288,1327,1291,1382
45,01091,2268,95,102,106,109
46,01093,2709,112,117,117,122
47,01095,11105,330,347,332,352
48,01097,34951,1211,1215,1168,1173
49,01099,1644,83,89,91,96
50,01101,22008,792,806,791,838
51,01103,13407,366,377,367,401
52,01105,1042,60,66,67,69
53,01107,2194,124,136,141,150
54,01109,2886,155,169,163,175
55,01111,1580,60,67,70,75
56,01113,3946,180,190,189,195
57,01115,8608,355,378,380,407
58,01117,21326,721,725,712,766
59,01119,969,54,63,69,76
60,01121,7284,357,374,362,370
61,01123,3428,214,231,209,197
62,01125,23505,823,847,842,880
63,01127,6366,232,252,247,262
64,01129,1532,73,83,85,91
