,Region,558,563,570,577,584
0,Belgium,,10993,12341,13080,14047
1,Bulgaria,,3305,8201,19495,44453
2,Czechia,,866,580,380,251
3,Denmark,,7681,11848,18094,25747
4,Germany,,25422,36320,53212,72874
5,Estonia,,2645,6028,12368,20776
6,Ireland,,11577,12877,13787,14363
7,Greece,,20316,22574,24390,25613
8,Spain,,119522,84000,56088,37090
9,France,,281830,429603,553372,543060
10,Croatia,,1293,1414,1543,1677
11,Italy,,40881,38947,36160,32850
12,Cyprus,,1767,612,201,65
13,Latvia,,614,905,1359,1974
14,Lithuania,,3444,5453,8232,11971
15,Luxembourg,,256,146,77,42
16,Hungary,,332,379,417,455
17,Malta,,404,221,119,66
18,Netherlands,,15694,9806,6216,3875
19,Austria,,3728,4635,5881,7262
20,Poland,,1175,1608,2196,3017
21,Portugal,,15395,12655,10233,8166
22,Romania,,1430,1926,2562,3436
23,Slovenia,,1160,2429,5037,10163
24,Slovakia,,469,693,1003,1485
25,Finland,,6310,9659,14472,20284
26,Sweden,,2939,3456,4075,4925
27,United Kingdom,,143906,98470,63565,42005
28,Iceland,,6150,9793,5290,1582
29,Liechtenstein,,9,9,9,8
30,Norway,,2486,3361,4525,5883
31,Switzerland,,4849,4480,4199,3956
