,Region,544,549,556,563,570
0,Belgium,,9514,12018,14326,17600
1,Bulgaria,,556,674,827,1004
2,Czechia,,1616,1338,1087,882
3,Denmark,,12781,22321,35983,50674
4,Germany,,13993,25041,47906,84038
5,Estonia,,489,648,856,1139
6,Ireland,,9374,15104,23296,32480
7,Greece,,25851,28698,31486,32733
8,Spain,,250353,313551,344563,351125
9,France,,79574,155696,303680,504526
10,Croatia,,921,1215,1635,2139
11,Italy,,34215,83660,197997,433931
12,Cyprus,,7304,5742,4264,2870
13,Latvia,,217,189,166,146
14,Lithuania,,819,1218,1814,2632
15,Luxembourg,,663,414,268,154
16,Hungary,,174,156,134,117
17,Malta,,2780,3460,3808,2826
18,Netherlands,,44079,13569,2918,560
19,Austria,,5301,14180,36138,82991
20,Poland,,715,907,1169,1492
21,Portugal,,25896,29149,31433,32357
22,Romania,,460,611,825,1100
23,Slovenia,,249,117,50,20
24,Slovakia,,106,83,64,50
25,Finland,,2815,3583,4712,5931
26,Sweden,,1201,1011,864,748
27,United Kingdom,,417591,531856,593029,559756
28,Iceland,,0,0,0,0
29,Liechtenstein,,4,2,1,0
30,Norway,,1109,1053,988,933
31,Switzerland,,13673,47693,109119,95461
