,Region,474,479,486,493,500
0,Belgium,,20034,18669,17437,15498
1,Bulgaria,,3849,2718,1914,1347
2,Czechia,,8933,6972,5395,4159
3,Denmark,,6052,6324,6513,6646
4,Germany,,115688,108781,103278,95934
5,Estonia,,2572,2736,2850,2928
6,Ireland,,2301,1691,1214,848
7,Greece,,13232,11960,11076,10047
8,Spain,,34981,32065,29811,27241
9,France,,138826,123345,105168,92372
10,Croatia,,6759,4435,2891,1846
11,Italy,,55360,43576,34078,26337
12,Cyprus,,1998,1164,657,375
13,Latvia,,4407,4527,4557,4510
14,Lithuania,,8960,9238,9223,8971
15,Luxembourg,,913,831,737,662
16,Hungary,,6161,3988,2584,1682
17,Malta,,67,36,19,10
18,Netherlands,,47907,44980,41254,37121
19,Austria,,6244,3788,2260,1344
20,Poland,,22311,16974,13100,10093
21,Portugal,,1911,1526,1198,962
22,Romania,,7738,7371,7110,6880
23,Slovenia,,4146,3756,3430,3057
24,Slovakia,,2141,1702,1361,1078
25,Finland,,1408,1382,1382,1340
26,Sweden,,35469,34929,33564,31044
27,United Kingdom,,12537,11407,10407,9394
28,Iceland,,30,20,14,9
29,Liechtenstein,,32,22,15,11
30,Norway,,2993,3216,3507,3753
31,Switzerland,,10845,9906,9475,8542
