,Region,677,682,689,696,703
0,Belgium,,112038,93761,50862,23717
1,Bulgaria,,14018,12916,11663,10261
2,Czechia,,199874,173407,94648,39135
3,Denmark,,27085,24166,20300,16190
4,Germany,,566024,677186,692607,599819
5,Estonia,,3997,3701,3212,2596
6,Ireland,,37677,37899,31884,22339
7,Greece,,40988,34971,28563,22605
8,Spain,,60188,81074,112564,144289
9,France,,219786,302172,385667,416657
10,Croatia,,29519,23558,16244,10034
11,Italy,,94964,110716,126151,141361
12,Cyprus,,2867,3404,3781,3785
13,Latvia,,6525,7327,7571,7003
14,Lithuania,,12175,12098,10749,8557
15,Luxembourg,,2227,2475,2595,2507
16,Hungary,,74457,70993,59871,44785
17,Malta,,605,622,632,623
18,Netherlands,,194907,195759,156500,97458
19,Austria,,70663,46549,27097,14259
20,Poland,,187975,203025,202236,185582
21,Portugal,,26118,31821,37247,41634
22,Romania,,9091,5079,2733,1464
23,Slovenia,,10881,5587,2592,1115
24,Slovakia,,81793,56879,27275,10192
25,Finland,,5771,6321,6651,7373
26,Sweden,,20083,41452,79449,127747
27,United Kingdom,,299212,272447,230458,182259
28,Iceland,,763,725,690,605
29,Liechtenstein,,553,581,332,156
30,Norway,,22728,28013,31883,33445
31,Switzerland,,63884,83225,87569,69465
