,Region,810,815,822,829,836
0,Belgium,,26590,19481,13457,9915
1,Bulgaria,,2818,1637,940,551
2,Czechia,,29120,24047,19780,16299
3,Denmark,,12350,5673,2784,1307
4,Germany,,1116924,1006699,817055,614269
5,Estonia,,4417,3506,2711,2054
6,Ireland,,16838,13916,11844,9413
7,Greece,,65255,39677,23495,13808
8,Spain,,10567,5910,3461,1969
9,France,,990749,902300,703763,465531
10,Croatia,,4631,3284,2328,1639
11,Italy,,408910,358301,304405,253019
12,Cyprus,,25504,22687,16482,9949
13,Latvia,,3586,1923,1020,537
14,Lithuania,,8117,5677,3760,2522
15,Luxembourg,,3972,2218,1169,611
16,Hungary,,18286,19462,21176,22153
17,Malta,,6428,7583,8247,8382
18,Netherlands,,46123,23035,10873,5163
19,Austria,,95755,58634,32273,15502
20,Poland,,3851,1590,711,306
21,Portugal,,45508,39374,31606,24159
22,Romania,,7843,4594,2675,1549
23,Slovenia,,11274,9231,7199,5610
24,Slovakia,,19223,11139,6176,3396
25,Finland,,19380,15651,12726,10312
26,Sweden,,1667,1080,729,517
27,United Kingdom,,259283,221343,184088,161287
28,Iceland,,1008,253,36,1
29,Liechtenstein,,111,50,22,10
30,Norway,,4769,3192,2126,1430
31,Switzerland,,21891,11692,6348,3386
