,Region,551,556,563,570,577
0,Belgium,,11392,13958,16580,19314
1,Bulgaria,,977,1430,2072,3089
2,Czechia,,1002,574,317,174
3,Denmark,,3919,2195,1150,608
4,Germany,,16909,24523,35353,49897
5,Estonia,,887,1421,2226,3408
6,Ireland,,13406,20144,28282,35363
7,Greece,,13969,8743,5369,3151
8,Spain,,151397,110880,77881,53761
9,France,,308982,713022,1145618,948499
10,Croatia,,1428,2086,2964,4238
11,Italy,,48284,75230,114045,168678
12,Cyprus,,5589,4191,2855,1955
13,Latvia,,304,337,368,404
14,Lithuania,,2546,5786,12519,24337
15,Luxembourg,,385,200,105,56
16,Hungary,,320,373,438,549
17,Malta,,652,214,60,17
18,Netherlands,,17681,4567,1043,233
19,Austria,,1989,1114,564,278
20,Poland,,870,1060,1293,1585
21,Portugal,,22776,21332,19322,17179
22,Romania,,1112,2218,4352,8711
23,Slovenia,,504,645,814,1045
24,Slovakia,,153,147,136,128
25,Finland,,3482,4457,5640,7241
26,Sweden,,1932,2088,2126,2300
27,United Kingdom,,315003,307728,272871,228822
28,Iceland,,2762,11206,8528,3219
29,Liechtenstein,,10,10,10,10
30,Norway,,1543,1742,1935,2224
31,Switzerland,,9897,17800,30406,39895
