,Region,789,794,801,808,815
0,Belgium,,10000000,10000000,2519507,79064
1,Bulgaria,,11153,11450,11815,12078
2,Czechia,,46471,43677,40252,33857
3,Denmark,,32859,8248,1021,30
4,Germany,,1801215,1919430,1762762,1393934
5,Estonia,,7784,5221,3440,2233
6,Ireland,,14290,12012,10167,7670
7,Greece,,187619,212571,207679,174052
8,Spain,,82072,68584,55037,43289
9,France,,746104,935783,918715,666304
10,Croatia,,13357,18104,24235,31473
11,Italy,,708561,1018354,1282946,1378933
12,Cyprus,,20941,20044,16265,11028
13,Latvia,,20741,13226,7971,4650
14,Lithuania,,31138,32148,30851,26862
15,Luxembourg,,9742,12328,13059,11404
16,Hungary,,8559,7139,5792,4753
17,Malta,,3153,6218,11014,16789
18,Netherlands,,383607,297294,165488,75731
19,Austria,,365193,266184,116268,40597
20,Poland,,66574,56678,47841,39807
21,Portugal,,53350,43724,34082,25034
22,Romania,,32680,52141,82624,125715
23,Slovenia,,27066,34879,36430,28088
24,Slovakia,,73383,69023,58856,47524
25,Finland,,34330,31760,30683,26852
26,Sweden,,7756,7025,6317,5731
27,United Kingdom,,347747,331319,309618,272505
28,Iceland,,14416,3647,464,13
29,Liechtenstein,,1337,1020,522,215
30,Norway,,15629,8812,4959,2726
31,Switzerland,,209060,192411,127213,66504
