,Region,495,500,507,514,521
0,Belgium,,11867,9451,6966,4812
1,Bulgaria,,1145,756,503,318
2,Czechia,,2304,820,308,112
3,Denmark,,7604,7716,7183,6161
4,Germany,,25708,16992,11461,7406
5,Estonia,,529,116,13,0
6,Ireland,,0,0,0,0
7,Greece,,11020,9581,7793,6066
8,Spain,,21768,18770,16498,12538
9,France,,51327,24619,9600,4099
10,Croatia,,1303,739,417,231
11,Italy,,17267,12050,8308,5743
12,Cyprus,,286,149,78,39
13,Latvia,,1434,880,527,301
14,Lithuania,,2131,1186,639,336
15,Luxembourg,,305,229,164,115
16,Hungary,,1387,377,48,2
17,Malta,,49,95,186,344
18,Netherlands,,16674,11504,7149,4097
19,Austria,,3013,2827,2645,2384
20,Poland,,3296,1518,688,310
21,Portugal,,4185,4920,5795,6643
22,Romania,,1195,622,323,168
23,Slovenia,,1465,1051,702,442
24,Slovakia,,336,150,68,31
25,Finland,,782,640,515,424
26,Sweden,,8365,2646,448,17
27,United Kingdom,,21125,25005,27431,30271
28,Iceland,,1,0,0,0
29,Liechtenstein,,6,4,3,2
30,Norway,,2755,2607,2416,2171
31,Switzerland,,13242,11837,9443,6262
