,Region,726,731,738,745,752
0,Belgium,,97105,39653,8554,425
1,Bulgaria,,70916,96566,86328,55100
2,Czechia,,50198,35173,18933,8362
3,Denmark,,166346,43428,5936,187
4,Germany,,580513,695993,599325,394542
5,Estonia,,20274,18272,9588,3474
6,Ireland,,157069,41327,5623,175
7,Greece,,73337,28646,9833,3060
8,Spain,,1065760,569198,140570,15958
9,France,,1616269,422247,55922,1726
10,Croatia,,62157,22794,3647,171
11,Italy,,1071942,604356,240716,81655
12,Cyprus,,43058,12428,1925,65
13,Latvia,,27225,30860,19528,8677
14,Lithuania,,31193,29626,19117,8909
15,Luxembourg,,13533,7942,2554,491
16,Hungary,,83703,122873,102161,55040
17,Malta,,2431,1777,1239,776
18,Netherlands,,199221,101068,36437,10518
19,Austria,,129962,89273,37973,12065
20,Poland,,122538,149044,170667,175580
21,Portugal,,203921,97886,31783,7869
22,Romania,,131621,227841,299997,232859
23,Slovenia,,51046,13822,1882,58
24,Slovakia,,15887,8342,3764,1422
25,Finland,,95054,98677,63831,30015
26,Sweden,,155984,148312,90770,40590
27,United Kingdom,,339206,103354,26645,6522
28,Iceland,,9677,3451,615,24
29,Liechtenstein,,2080,605,93,3
30,Norway,,88749,76802,39538,14556
31,Switzerland,,180813,60939,9494,326
