,Region,530,535,542,549,556
0,Belgium,,2806,2279,1866,1483
1,Bulgaria,,402,342,290,248
2,Czechia,,1349,1929,2745,3931
3,Denmark,,3121,5513,9792,16472
4,Germany,,2372,1591,1055,699
5,Estonia,,235,296,378,483
6,Ireland,,2560,2608,2631,2581
7,Greece,,11547,34261,93338,173215
8,Spain,,52520,66116,80051,94095
9,France,,8803,6791,5118,4005
10,Croatia,,770,1136,1648,2422
11,Italy,,5737,7365,9683,12548
12,Cyprus,,9955,25988,28554,15830
13,Latvia,,272,200,150,111
14,Lithuania,,142,111,89,70
15,Luxembourg,,1788,8067,13528,7717
16,Hungary,,148,90,54,32
17,Malta,,85,218,546,1349
18,Netherlands,,12445,38556,111526,261299
19,Austria,,374,282,214,162
20,Poland,,513,415,335,272
21,Portugal,,20526,30183,42380,56211
22,Romania,,265,219,183,152
23,Slovenia,,115,79,53,38
24,Slovakia,,125,86,61,42
25,Finland,,2218,3997,7338,12299
26,Sweden,,1226,845,592,429
27,United Kingdom,,246369,361198,504779,597429
28,Iceland,,0,0,0,0
29,Liechtenstein,,12,18,28,44
30,Norway,,1472,1609,1796,1985
31,Switzerland,,369,243,151,95
