,Region,803,808,815,822,829
0,Belgium,,58306,49474,42159,33601
1,Bulgaria,,4806,3070,1929,1202
2,Czechia,,40783,35831,30083,25369
3,Denmark,,15651,5510,1202,234
4,Germany,,1509460,1385879,1131307,830641
5,Estonia,,5777,4382,3227,2333
6,Ireland,,33583,30669,26918,20091
7,Greece,,124206,101660,79507,59261
8,Spain,,60982,51257,43135,34463
9,France,,1308257,1401736,1047728,607123
10,Croatia,,6688,4946,3638,2616
11,Italy,,496063,530576,544386,535090
12,Cyprus,,34412,31157,21020,11455
13,Latvia,,6652,3292,1588,747
14,Lithuania,,11974,8214,5446,3584
15,Luxembourg,,6728,4390,2695,1586
16,Hungary,,15085,15791,16633,17314
17,Malta,,6945,11117,15753,17269
18,Netherlands,,117764,74942,44769,25715
19,Austria,,215706,134036,62478,23990
20,Poland,,10646,3129,823,212
21,Portugal,,37318,28887,21477,15616
22,Romania,,11590,5723,2681,1252
23,Slovenia,,13309,9546,6431,4179
24,Slovakia,,33844,22124,13671,8436
25,Finland,,30182,28396,24950,19990
26,Sweden,,3213,2408,1807,1276
27,United Kingdom,,382338,382916,333433,283452
28,Iceland,,2101,495,60,2
29,Liechtenstein,,272,144,73,35
30,Norway,,6777,4091,2446,1455
31,Switzerland,,83187,64067,45504,29319
