,Region,817,822,829,836,843
0,Belgium,,18712,13639,10893,8143
1,Bulgaria,,2988,2311,1784,1369
2,Czechia,,17788,13745,10756,7845
3,Denmark,,9245,6098,3973,2584
4,Germany,,904341,778491,641004,475589
5,Estonia,,2250,1380,838,510
6,Ireland,,5915,3793,2457,1692
7,Greece,,43328,26916,16577,10251
8,Spain,,6506,3340,1889,1007
9,France,,739235,582150,434400,306038
10,Croatia,,3139,2146,1483,1013
11,Italy,,429628,449961,459404,450094
12,Cyprus,,4532,1974,857,377
13,Latvia,,2435,1441,844,498
14,Lithuania,,6302,4564,3323,2387
15,Luxembourg,,4423,3408,2731,1943
16,Hungary,,10705,9478,8299,6704
17,Malta,,2048,1104,577,294
18,Netherlands,,15855,6197,2476,975
19,Austria,,46125,26368,14577,7824
20,Poland,,11048,23430,50246,105594
21,Portugal,,41832,37699,30420,23623
22,Romania,,6631,4788,3441,2493
23,Slovenia,,7480,5686,4162,3025
24,Slovakia,,11592,6927,4062,2373
25,Finland,,14543,12865,10541,9160
26,Sweden,,1148,843,633,454
27,United Kingdom,,131606,100351,80272,60352
28,Iceland,,224,55,8,0
29,Liechtenstein,,171,120,79,48
30,Norway,,2255,1241,678,370
31,Switzerland,,14348,8832,5129,3125
