,Region,418,423,430,437,444
0,Belgium,,22433,25598,28767,31591
1,Bulgaria,,26342,36415,48017,59792
2,Czechia,,76308,65931,53331,40685
3,Denmark,,6067,7401,8998,10620
4,Germany,,79668,91317,106086,120918
5,Estonia,,10020,9190,7853,6338
6,Ireland,,3141,2518,1951,1544
7,Greece,,19026,22397,26161,29856
8,Spain,,38834,31918,26749,22323
9,France,,173511,184319,188605,190599
10,Croatia,,5973,8142,11050,14526
11,Italy,,168935,176280,180726,180246
12,Cyprus,,3737,4818,5881,6891
13,Latvia,,3422,3140,2843,2519
14,Lithuania,,2796,2296,1879,1520
15,Luxembourg,,1747,1779,1746,1687
16,Hungary,,71673,93995,112963,122444
17,Malta,,2357,2454,2444,2312
18,Netherlands,,42507,50296,59125,68011
19,Austria,,21477,24820,27892,30893
20,Poland,,149216,199764,251064,300585
21,Portugal,,3392,2453,1711,1226
22,Romania,,39269,48830,58891,70114
23,Slovenia,,5107,5024,4723,4441
24,Slovakia,,13860,13122,12359,11445
25,Finland,,5585,6315,7138,7925
26,Sweden,,40437,40132,38480,34667
27,United Kingdom,,38533,37597,36712,35629
28,Iceland,,8,8,8,8
29,Liechtenstein,,31,42,55,74
30,Norway,,8424,13304,20415,30147
31,Switzerland,,9535,9276,8882,8351
