,Region,698,703,710,717,724
0,Belgium,,46902,28072,13201,5623
1,Bulgaria,,8782,7474,6246,5122
2,Czechia,,54839,34058,19796,10108
3,Denmark,,85087,88693,61971,32921
4,Germany,,258958,205011,157450,119875
5,Estonia,,4892,5833,6076,5304
6,Ireland,,28105,23912,18208,12683
7,Greece,,26320,21488,17097,13229
8,Spain,,183659,252319,298784,296289
9,France,,488525,519246,472163,374574
10,Croatia,,17137,13387,9582,6266
11,Italy,,212957,285986,357242,409370
12,Cyprus,,8279,9030,7871,5572
13,Latvia,,5748,6319,6269,5572
14,Lithuania,,11911,10999,9140,6976
15,Luxembourg,,3167,3256,3050,2564
16,Hungary,,23481,15553,10045,6341
17,Malta,,1226,1804,2459,3049
18,Netherlands,,70316,46739,29833,18215
19,Austria,,18212,15263,12662,9945
20,Poland,,111223,85736,64058,46616
21,Portugal,,33642,34594,34459,32545
22,Romania,,4189,3214,2552,1981
23,Slovenia,,7389,5830,4219,2786
24,Slovakia,,25137,12043,4858,1774
25,Finland,,10394,11702,12705,12972
26,Sweden,,25982,30934,35392,38432
27,United Kingdom,,880555,1091971,790714,380974
28,Iceland,,1303,1644,1895,1971
29,Liechtenstein,,351,245,131,59
30,Norway,,41178,43130,38868,29953
31,Switzerland,,69626,62738,47908,31393
