,Region,572,577,584,591,598
0,Belgium,,10722,11253,11155,11374
1,Bulgaria,,10015,18105,31338,49685
2,Czechia,,1496,1743,2017,2303
3,Denmark,,6752,6093,5371,4674
4,Germany,,41829,60210,88795,129179
5,Estonia,,2122,2362,2576,2746
6,Ireland,,13564,14823,15446,15313
7,Greece,,25173,26641,27064,26370
8,Spain,,75486,53835,38201,26460
9,France,,57358,33475,18002,9084
10,Croatia,,2757,4397,6870,10370
11,Italy,,49696,56483,64132,71904
12,Cyprus,,2901,2669,2362,2018
13,Latvia,,930,1263,1704,2242
14,Lithuania,,3623,3289,2928,2567
15,Luxembourg,,208,121,70,39
16,Hungary,,336,349,358,377
17,Malta,,925,2085,4202,5200
18,Netherlands,,13766,11186,9056,7104
19,Austria,,9429,17388,31094,51999
20,Poland,,1439,1692,1999,2330
21,Portugal,,18277,21643,25080,28095
22,Romania,,3184,4610,6639,9502
23,Slovenia,,1937,2932,4363,6324
24,Slovakia,,621,809,1095,1425
25,Finland,,6988,8069,9266,10005
26,Sweden,,6023,7539,9603,12416
27,United Kingdom,,208839,218958,216061,207018
28,Iceland,,576,254,103,42
29,Liechtenstein,,114,276,511,496
30,Norway,,4352,5298,6410,7558
31,Switzerland,,10237,13003,16307,19676
