,State,600,605,612,619,626,633,640,647,654,661
0,Washington,NaN,258,273,306,345,380,394,382,350,310
1,Illinois,NaN,267,251,241,235,229,218,200,176,151
2,California,NaN,449,405,329,276,244,217,193,168,146
3,Arizona,NaN,216,182,144,118,99,85,73,62,52
4,Massachusetts,NaN,78,83,94,106,123,141,157,165,165
5,Wisconsin,NaN,128,106,86,70,58,48,41,34,29
6,Texas,NaN,1858,2232,2620,2712,2515,2119,1639,1193,837
7,Nebraska,NaN,34,31,28,24,21,19,16,14,12
8,Utah,NaN,78,108,143,157,159,154,142,127,111
9,Oregon,NaN,169,153,139,131,125,120,115,107,99
10,Florida,NaN,1635,1312,971,737,572,441,334,250,186
11,New York,NaN,276,241,216,210,219,228,237,237,225
12,Rhode Island,NaN,21,25,29,33,37,41,43,42,39
13,Georgia,NaN,805,798,771,706,619,523,426,336,263
14,New Hampshire,NaN,23,25,31,40,51,64,74,80,80
15,North Carolina,NaN,494,487,501,516,520,505,468,412,347
16,New Jersey,NaN,132,119,112,111,114,120,123,121,116
17,Colorado,NaN,120,136,161,184,202,213,215,210,195
18,Maryland,NaN,99,87,72,61,53,46,39,32,26
19,Nevada,NaN,105,99,100,101,100,96,88,77,66
20,Tennessee,NaN,564,590,654,674,643,573,482,385,293
21,Hawaii,NaN,27,20,12,7,4,3,2,1,1
22,Indiana,NaN,296,274,254,230,205,178,150,123,98
23,Kentucky,NaN,272,249,241,232,210,182,150,121,95
24,Minnesota,NaN,86,77,73,70,67,64,61,57,53
25,Oklahoma,NaN,224,250,294,321,322,304,275,241,204
26,Pennsylvania,NaN,348,314,301,304,314,319,315,294,266
27,South Carolina,NaN,427,404,368,324,280,237,195,155,121
28,District of Columbia,NaN,3,3,3,3,4,4,5,5,5
29,Kansas,NaN,144,148,145,137,127,118,106,94,81
30,Missouri,NaN,142,121,100,85,73,63,54,47,41
31,Vermont,NaN,6,6,7,9,12,13,14,13,12
32,Virginia,NaN,260,239,243,259,276,277,260,230,194
33,Connecticut,NaN,41,35,32,30,30,31,32,33,34
34,Iowa,NaN,70,71,77,82,84,84,80,74,66
35,Louisiana,NaN,212,210,225,228,218,197,170,141,113
36,Ohio,NaN,340,294,269,254,240,222,204,183,162
37,Michigan,NaN,229,214,205,196,187,176,162,147,129
38,South Dakota,NaN,23,21,19,18,17,16,14,13,11
39,Arkansas,NaN,127,112,96,81,67,56,45,36,28
40,Delaware,NaN,13,10,8,6,5,3,3,2,1
41,Mississippi,NaN,219,202,164,124,91,65,46,32,22
42,New Mexico,NaN,56,48,41,34,28,24,20,17,15
43,North Dakota,NaN,18,18,19,19,19,19,18,16,14
44,Wyoming,NaN,36,36,38,38,36,33,29,25,21
45,Alaska,NaN,18,24,34,41,46,45,41,34,26
46,Maine,NaN,35,31,29,28,29,30,32,33,34
47,Alabama,NaN,214,188,149,117,92,72,55,41,30
48,Idaho,NaN,112,124,141,154,159,156,145,129,111
49,Montana,NaN,48,44,44,47,50,50,48,44,38
50,Puerto Rico,NaN,52,39,24,14,8,5,3,2,1
51,Virgin Islands,NaN,2,2,3,3,2,2,1,1,1
52,Guam,NaN,15,26,34,36,36,34,31,27,22
53,West Virginia,NaN,196,176,163,145,123,96,69,49,35
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
