,State,621,626,633,640,647,654,661,668,675,682
0,Washington,NaN,226,235,263,279,287,287,276,256,233
1,Illinois,NaN,228,200,182,164,148,135,121,108,95
2,California,NaN,657,604,566,512,458,409,368,332,300
3,Arizona,NaN,296,292,309,324,342,358,368,370,364
4,Massachusetts,NaN,129,146,162,160,154,149,143,138,132
5,Wisconsin,NaN,303,313,341,351,353,348,335,314,287
6,Texas,NaN,485,454,412,346,276,214,162,120,88
7,Nebraska,NaN,117,175,280,383,443,432,366,278,201
8,Utah,NaN,72,81,86,77,63,50,39,30,23
9,Oregon,NaN,166,156,158,152,144,137,128,119,109
10,Florida,NaN,1028,938,888,829,765,694,613,531,450
11,New York,NaN,431,443,491,538,594,649,689,705,682
12,Rhode Island,NaN,29,33,39,43,45,43,38,31,25
13,Georgia,NaN,302,268,242,210,180,154,132,112,95
14,New Hampshire,NaN,46,59,78,92,105,114,118,118,113
15,North Carolina,NaN,439,385,346,304,266,233,202,174,147
16,New Jersey,NaN,182,173,168,164,163,164,164,161,156
17,Colorado,NaN,140,147,161,165,164,162,156,148,139
18,Maryland,NaN,91,83,89,99,113,126,134,137,131
19,Nevada,NaN,63,53,46,39,33,28,22,18,15
20,Tennessee,NaN,415,332,259,185,127,86,59,40,27
21,Hawaii,NaN,37,29,22,16,12,9,7,5,4
22,Indiana,NaN,176,141,120,100,81,65,51,40,31
23,Kentucky,NaN,323,299,285,255,220,188,159,132,108
24,Minnesota,NaN,240,285,352,393,418,433,428,405,370
25,Oklahoma,NaN,131,116,110,101,92,82,72,62,53
26,Pennsylvania,NaN,616,584,602,625,651,669,662,632,584
27,South Carolina,NaN,289,251,213,171,135,106,83,64,49
28,District of Columbia,NaN,10,9,8,8,8,8,9,8,8
29,Kansas,NaN,123,114,102,81,61,46,33,25,18
30,Missouri,NaN,213,177,150,126,104,86,72,61,52
31,Vermont,NaN,15,16,19,21,23,25,26,26,24
32,Virginia,NaN,349,339,336,324,307,289,267,240,211
33,Connecticut,NaN,47,42,36,30,24,20,17,15,12
34,Iowa,NaN,130,120,111,96,79,65,52,42,34
35,Louisiana,NaN,98,80,60,44,31,21,15,10,7
36,Ohio,NaN,515,412,333,263,205,158,119,90,69
37,Michigan,NaN,373,389,456,518,575,625,655,663,649
38,South Dakota,NaN,37,36,36,32,29,25,22,20,17
39,Arkansas,NaN,92,74,57,42,32,24,18,14,10
40,Delaware,NaN,48,45,42,39,35,32,29,25,22
41,Mississippi,NaN,83,71,57,44,34,26,20,15,12
42,New Mexico,NaN,94,98,107,110,113,114,114,111,106
43,North Dakota,NaN,44,52,62,67,67,63,57,50,41
44,Wyoming,NaN,53,52,52,46,38,30,23,17,13
45,Alaska,NaN,56,108,161,181,174,148,115,85,60
46,Maine,NaN,71,78,96,113,129,142,148,148,141
47,Alabama,NaN,248,223,197,166,139,116,96,77,61
48,Idaho,NaN,113,116,133,142,141,133,119,101,83
49,Montana,NaN,84,80,84,85,83,78,72,63,54
50,Puerto Rico,NaN,22,15,9,5,3,1,1,0,0
51,Virgin Islands,NaN,1,1,1,1,1,0,0,0,0
52,Guam,NaN,6,8,10,9,8,7,5,4,3
53,West Virginia,NaN,266,247,218,177,142,116,93,73,56
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
