,State,453,458,465,472,479,486,493,500,507,514
0,Washington,5394,54,56,47,42,37,33,27,22,18
1,Illinois,23976,169,175,138,130,134,135,130,120,106
2,California,61045,378,368,260,213,200,190,175,157,137
3,Arizona,17153,34,35,30,27,25,23,21,19,16
4,Massachusetts,17481,149,148,108,80,63,48,36,26,19
5,Wisconsin,7421,54,57,49,46,46,44,40,36,31
6,Texas,49618,245,251,188,147,121,98,78,61,48
7,Nebraska,2215,9,9,7,6,5,4,3,2,1
8,Utah,2166,12,12,10,9,8,7,5,4,3
9,Oregon,2460,34,34,28,29,32,35,36,35,33
10,Florida,34471,324,305,217,186,179,170,152,130,106
11,New York,51627,335,309,202,150,127,110,91,73,58
12,Rhode Island,2651,13,13,11,9,8,7,6,4,3
13,Georgia,19784,115,120,94,75,61,47,35,26,18
14,New Hampshire,1270,12,11,7,6,6,6,5,4,3
15,North Carolina,12418,67,64,47,39,36,33,29,25,20
16,New Jersey,25161,144,141,100,74,56,42,31,22,16
17,Colorado,6201,32,35,32,31,29,27,24,21,17
18,Maryland,8574,96,91,66,54,50,45,39,32,26
19,Nevada,5368,30,36,37,42,48,52,54,52,49
20,Tennessee,12081,56,58,48,42,37,32,27,21,17
21,Hawaii,474,5,4,3,2,1,1,1,1,0
22,Indiana,13226,52,51,40,37,38,39,37,34,29
23,Kentucky,6347,48,45,31,22,18,14,11,8,6
24,Minnesota,7104,75,81,74,72,71,67,60,52,43
25,Oklahoma,6697,252,249,181,138,112,91,73,58,47
26,Pennsylvania,25673,229,229,189,168,152,131,109,87,68
27,South Carolina,9352,38,36,26,20,16,13,10,7,5
28,District of Columbia,1096,5,5,3,2,1,1,1,0,0
29,Kansas,4911,12,12,8,6,5,4,3,2,2
30,Missouri,9010,43,44,37,32,28,24,19,15,11
31,Vermont,242,2,2,1,1,0,0,0,0,0
32,Virginia,10595,96,97,77,64,55,46,38,30,24
33,Connecticut,8014,36,33,22,15,12,9,6,5,3
34,Iowa,5886,49,47,32,24,19,16,12,9,7
35,Louisiana,10293,32,31,23,19,16,13,11,8,6
36,Ohio,19033,45,42,38,35,33,30,26,21,16
37,Michigan,17996,560,604,534,513,503,468,407,335,265
38,South Dakota,1953,8,8,6,4,3,2,1,1,0
39,Arkansas,5699,12,10,5,3,1,1,0,0,0
40,Delaware,1602,11,11,8,7,6,6,5,4,3
41,Mississippi,7153,14,12,7,4,3,2,1,1,1
42,New Mexico,4007,13,14,11,9,7,6,4,3,2
43,North Dakota,1510,3,3,2,2,2,1,1,1,0
44,Wyoming,703,2,2,1,1,0,0,0,0,0
45,Alaska,334,0,0,0,0,0,0,0,0,0
46,Maine,767,10,11,11,12,12,12,11,10,8
47,Alabama,10790,30,28,21,16,13,10,8,6,4
48,Idaho,2022,8,8,6,4,3,3,2,2,1
49,Montana,1546,26,24,16,11,9,8,6,5,4
50,Puerto Rico,2213,0,0,0,0,0,0,0,0,0
51,Virgin Islands,27,0,0,0,0,0,0,0,0,0
52,Guam,136,1,1,1,1,0,0,0,0,0
53,West Virginia,2785,49,47,34,26,21,16,12,9,7
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
