,State,768,773,780,787,794,801,808,815
0,Washington,NaN,113,65,41,25,15,9,6
1,Illinois,NaN,215,174,121,77,49,32,21
2,California,NaN,842,650,477,327,216,143,95
3,Arizona,NaN,272,220,151,95,59,37,24
4,Massachusetts,NaN,118,114,89,63,44,32,23
5,Wisconsin,NaN,109,90,62,39,24,15,10
6,Texas,NaN,815,700,550,390,261,176,119
7,Nebraska,NaN,58,38,25,14,8,4,2
8,Utah,NaN,24,22,17,11,6,4,2
9,Oregon,NaN,119,83,55,35,22,14,9
10,Florida,NaN,542,371,226,129,74,44,27
11,New York,NaN,327,254,187,132,95,68,50
12,Rhode Island,NaN,7,6,4,3,2,1,1
13,Georgia,NaN,623,443,335,243,169,117,81
14,New Hampshire,NaN,31,29,22,16,11,8,6
15,North Carolina,NaN,407,307,230,163,113,80,57
16,New Jersey,NaN,262,248,216,171,133,103,81
17,Colorado,NaN,52,48,36,24,17,12,8
18,Maryland,NaN,57,54,38,25,17,13,9
19,Nevada,NaN,90,67,47,30,19,12,7
20,Tennessee,NaN,361,269,210,151,101,66,43
21,Hawaii,NaN,14,11,7,4,2,1,0
22,Indiana,NaN,157,127,93,63,42,27,18
23,Kentucky,NaN,211,176,127,85,57,38,26
24,Minnesota,NaN,126,88,59,37,22,13,8
25,Oklahoma,NaN,164,142,107,74,51,35,25
26,Pennsylvania,NaN,376,306,221,154,111,81,60
27,South Carolina,NaN,152,127,95,65,43,28,19
28,District of Columbia,NaN,7,5,4,3,3,2,1
29,Kansas,NaN,50,45,32,21,14,10,7
30,Missouri,NaN,293,207,152,107,72,47,31
31,Vermont,NaN,9,8,5,3,2,1,1
32,Virginia,NaN,348,316,256,186,130,91,64
33,Connecticut,NaN,65,61,43,28,19,13,10
34,Iowa,NaN,70,61,44,27,17,10,6
35,Louisiana,NaN,118,103,73,46,29,18,12
36,Ohio,NaN,96,76,53,35,23,15,10
37,Michigan,NaN,325,274,211,152,107,76,55
38,South Dakota,NaN,21,20,14,8,5,3,2
39,Arkansas,NaN,120,95,67,44,29,19,13
40,Delaware,NaN,27,23,17,12,8,6,4
41,Mississippi,NaN,122,79,52,31,16,7,3
42,New Mexico,NaN,83,66,49,33,21,13,8
43,North Dakota,NaN,11,8,5,3,1,1,0
44,Wyoming,NaN,13,11,7,4,2,1,0
45,Alaska,NaN,18,17,15,10,6,4,2
46,Maine,NaN,148,212,262,251,214,170,131
47,Alabama,NaN,212,160,115,76,50,32,21
48,Idaho,NaN,79,78,72,59,45,33,24
49,Montana,NaN,41,41,29,19,13,9,6
50,Puerto Rico,NaN,32,26,21,16,11,7,5
51,Virgin Islands,NaN,1,1,1,1,1,0,0
52,Guam,NaN,10,11,10,7,5,3,2
53,West Virginia,NaN,175,133,95,65,44,30,21
54,Northern Mariana Islands,NaN,9,13,14,11,7,5,3
55,American Samoa,NaN,0,0,0,0,0,0,0
