,State,474,479,486,493,500,507,514,521,528,535
0,Washington,NaN,73,76,67,54,43,34,27,22,18
1,Illinois,NaN,154,130,90,63,47,35,27,20,15
2,California,NaN,285,238,158,105,74,53,40,30,23
3,Arizona,NaN,104,108,97,85,76,71,68,66,64
4,Massachusetts,NaN,48,54,42,28,17,10,5,3,2
5,Wisconsin,NaN,40,40,33,25,19,14,11,8,6
6,Texas,NaN,301,333,299,249,201,160,127,104,86
7,Nebraska,NaN,13,10,6,4,3,2,1,0,0
8,Utah,NaN,13,15,14,12,10,8,7,5,4
9,Oregon,NaN,38,40,37,34,33,32,30,27,25
10,Florida,NaN,325,266,187,139,110,87,70,56,45
11,New York,NaN,153,133,91,62,44,32,23,17,13
12,Rhode Island,NaN,8,8,5,3,2,1,0,0,0
13,Georgia,NaN,174,164,138,111,89,69,53,42,33
14,New Hampshire,NaN,8,6,3,2,1,0,0,0,0
15,North Carolina,NaN,120,103,75,57,46,39,32,27,22
16,New Jersey,NaN,87,67,41,23,13,7,4,2,1
17,Colorado,NaN,58,55,47,39,33,28,23,20,17
18,Maryland,NaN,63,46,28,17,11,8,5,3,2
19,Nevada,NaN,53,53,46,39,33,28,23,19,16
20,Tennessee,NaN,72,72,58,43,32,24,18,14,11
21,Hawaii,NaN,3,4,3,3,3,3,3,2,2
22,Indiana,NaN,62,63,50,38,30,23,18,14,11
23,Kentucky,NaN,73,66,52,40,32,26,21,17,14
24,Minnesota,NaN,60,55,42,32,24,17,13,9,7
25,Oklahoma,NaN,23,28,23,16,11,8,6,4,3
26,Pennsylvania,NaN,217,181,126,87,60,41,29,20,14
27,South Carolina,NaN,47,46,38,30,23,18,13,10,8
28,District of Columbia,NaN,3,3,2,1,0,0,0,0,0
29,Kansas,NaN,22,25,23,19,14,11,9,7,6
30,Missouri,NaN,80,112,107,89,73,61,52,47,43
31,Vermont,NaN,1,0,0,0,0,0,0,0,0
32,Virginia,NaN,72,72,56,39,26,17,11,7,5
33,Connecticut,NaN,23,20,13,8,4,2,1,1,0
34,Iowa,NaN,25,27,22,17,12,9,6,4,3
35,Louisiana,NaN,45,41,32,26,21,17,15,12,11
36,Ohio,NaN,34,38,31,23,17,12,9,6,4
37,Michigan,NaN,301,223,141,91,59,39,25,17,11
38,South Dakota,NaN,4,3,2,1,0,0,0,0,0
39,Arkansas,NaN,21,16,10,7,5,3,2,2,1
40,Delaware,NaN,9,7,4,3,2,1,1,0,0
41,Mississippi,NaN,25,22,16,12,9,7,5,4,3
42,New Mexico,NaN,26,34,34,31,26,22,17,14,11
43,North Dakota,NaN,6,5,3,2,1,0,0,0,0
44,Wyoming,NaN,2,3,3,2,2,1,1,1,1
45,Alaska,NaN,8,8,6,5,4,4,4,3,3
46,Maine,NaN,11,9,6,4,2,1,1,0,0
47,Alabama,NaN,66,61,48,38,30,25,20,17,14
48,Idaho,NaN,10,10,9,7,6,4,4,3,3
49,Montana,NaN,16,11,6,4,2,1,1,1,0
50,Puerto Rico,NaN,0,0,0,0,0,0,0,0,0
51,Virgin Islands,NaN,0,0,0,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0,0,0,0
53,West Virginia,NaN,28,28,23,18,13,10,7,5,4
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
