,State,516,521,528,535,542,549,556,563,570,577
0,Washington,NaN,40,40,32,24,17,13,10,8,7
1,Illinois,NaN,73,54,31,18,10,6,4,2,1
2,California,NaN,147,157,140,115,96,83,75,71,68
3,Arizona,NaN,75,73,62,52,44,38,34,31,28
4,Massachusetts,NaN,16,16,13,10,7,6,5,4,4
5,Wisconsin,NaN,31,22,11,5,3,1,1,1,0
6,Texas,NaN,282,289,262,229,199,176,159,146,136
7,Nebraska,NaN,6,4,2,0,0,0,0,0,0
8,Utah,NaN,11,15,17,16,14,13,12,11,10
9,Oregon,NaN,27,25,19,14,11,8,7,5,5
10,Florida,NaN,301,325,287,241,201,168,143,123,107
11,New York,NaN,62,63,57,53,56,65,78,94,106
12,Rhode Island,NaN,2,2,1,1,1,0,0,0,0
13,Georgia,NaN,179,159,112,75,50,35,25,19,14
14,New Hampshire,NaN,4,4,3,2,1,1,0,0,0
15,North Carolina,NaN,75,62,45,36,32,32,33,33,32
16,New Jersey,NaN,47,51,49,46,45,46,47,49,52
17,Colorado,NaN,60,53,41,32,27,23,21,20,19
18,Maryland,NaN,24,26,23,17,13,11,9,8,7
19,Nevada,NaN,27,35,38,36,32,28,25,22,20
20,Tennessee,NaN,66,75,73,69,65,62,59,55,51
21,Hawaii,NaN,2,1,1,1,1,1,0,0,0
22,Indiana,NaN,51,43,32,24,20,17,15,14,13
23,Kentucky,NaN,55,58,56,56,54,50,43,35,28
24,Minnesota,NaN,28,23,14,8,4,3,2,1,1
25,Oklahoma,NaN,33,84,118,125,120,113,103,93,83
26,Pennsylvania,NaN,70,63,44,29,20,13,10,7,5
27,South Carolina,NaN,19,20,17,12,9,6,4,3,2
28,District of Columbia,NaN,1,1,1,1,1,1,1,1,1
29,Kansas,NaN,34,29,20,14,10,8,7,6,5
30,Missouri,NaN,61,66,63,61,59,59,59,59,59
31,Vermont,NaN,0,0,0,0,0,0,0,0,0
32,Virginia,NaN,59,45,26,15,9,6,4,3,3
33,Connecticut,NaN,6,5,4,3,2,1,1,0,0
34,Iowa,NaN,24,19,11,6,3,2,1,0,0
35,Louisiana,NaN,41,40,33,26,20,15,11,9,7
36,Ohio,NaN,0,0,0,0,0,0,0,0,0
37,Michigan,NaN,83,67,41,24,15,9,6,4,3
38,South Dakota,NaN,2,1,1,0,0,0,0,0,0
39,Arkansas,NaN,25,31,31,29,27,24,22,21,20
40,Delaware,NaN,3,2,1,1,0,0,0,0,0
41,Mississippi,NaN,25,21,13,8,5,3,2,1,1
42,New Mexico,NaN,16,17,15,11,8,6,5,3,3
43,North Dakota,NaN,4,3,1,0,0,0,0,0,0
44,Wyoming,NaN,9,8,7,6,5,5,5,5,5
45,Alaska,NaN,0,0,0,0,0,0,0,0,0
46,Maine,NaN,4,3,1,0,0,0,0,0,0
47,Alabama,NaN,45,36,23,14,9,6,4,3,2
48,Idaho,NaN,9,7,4,2,1,1,0,0,0
49,Montana,NaN,13,9,5,3,1,0,0,0,0
50,Puerto Rico,NaN,0,0,0,0,0,0,0,0,0
51,Virgin Islands,NaN,3,3,1,1,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0,0,0,0
53,West Virginia,NaN,15,11,5,2,1,0,0,0,0
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
