,State,684,689,696,703,710,717,724,731,738,745
0,Washington,NaN,125,147,175,197,216,234,252,266,276
1,Illinois,NaN,293,351,389,442,499,544,567,562,529
2,California,NaN,472,558,664,776,892,1021,1159,1286,1400
3,Arizona,NaN,248,262,275,287,294,295,287,271,249
4,Massachusetts,NaN,181,227,269,324,382,426,449,443,412
5,Wisconsin,NaN,224,259,267,279,290,291,282,262,236
6,Texas,NaN,243,302,347,385,423,457,486,506,517
7,Nebraska,NaN,49,56,60,63,65,65,62,58,52
8,Utah,NaN,67,94,111,117,118,116,111,104,96
9,Oregon,NaN,80,90,108,128,150,170,190,206,217
10,Florida,NaN,137,139,101,79,70,66,63,61,59
11,New York,NaN,459,523,571,657,765,864,942,988,992
12,Rhode Island,NaN,36,49,62,75,84,89,86,77,65
13,Georgia,NaN,79,99,111,124,142,160,178,195,208
14,New Hampshire,NaN,70,81,88,99,108,112,107,97,82
15,North Carolina,NaN,156,184,206,234,264,293,318,334,344
16,New Jersey,NaN,152,184,207,247,295,344,383,406,406
17,Colorado,NaN,183,212,231,245,255,259,259,252,238
18,Maryland,NaN,80,94,107,128,155,184,213,236,252
19,Nevada,NaN,53,60,69,77,84,89,92,92,91
20,Tennessee,NaN,179,214,242,274,308,334,350,360,358
21,Hawaii,NaN,8,8,9,10,11,11,12,13,14
22,Indiana,NaN,277,331,359,391,416,420,403,369,323
23,Kentucky,NaN,148,181,191,208,228,241,245,236,219
24,Minnesota,NaN,322,398,474,524,546,541,513,467,407
25,Oklahoma,NaN,54,65,64,65,68,69,66,62,56
26,Pennsylvania,NaN,594,634,682,765,851,927,970,972,932
27,South Carolina,NaN,69,79,87,98,111,126,140,153,164
28,District of Columbia,NaN,1,1,2,3,4,5,6,7,7
29,Kansas,NaN,51,58,59,61,64,67,68,67,64
30,Missouri,NaN,255,296,340,385,420,443,451,448,433
31,Vermont,NaN,11,12,12,12,13,13,13,12,11
32,Virginia,NaN,150,172,198,238,287,341,393,440,473
33,Connecticut,NaN,74,87,98,119,144,170,192,207,211
34,Iowa,NaN,108,118,124,135,147,156,160,158,153
35,Louisiana,NaN,31,36,39,42,45,49,52,55,58
36,Ohio,NaN,243,271,289,314,336,345,340,320,290
37,Michigan,NaN,794,885,964,1029,1043,997,906,780,645
38,South Dakota,NaN,34,41,42,43,45,45,44,41,36
39,Arkansas,NaN,44,51,53,57,63,68,72,74,74
40,Delaware,NaN,27,30,35,41,48,54,59,62,61
41,Mississippi,NaN,32,36,40,44,48,51,54,57,58
42,New Mexico,NaN,114,126,138,146,148,142,130,112,92
43,North Dakota,NaN,41,47,53,57,59,59,57,53,49
44,Wyoming,NaN,23,27,28,28,27,25,23,21,19
45,Alaska,NaN,12,18,23,24,24,23,22,21,19
46,Maine,NaN,36,35,37,40,44,48,52,54,55
47,Alabama,NaN,33,32,31,30,30,31,32,32,32
48,Idaho,NaN,44,49,55,60,63,65,67,67,67
49,Montana,NaN,36,38,34,31,30,29,28,27,25
50,Puerto Rico,NaN,9,10,11,12,11,11,10,10,10
51,Virgin Islands,NaN,0,0,0,0,0,1,1,1,1
52,Guam,NaN,0,0,0,0,1,1,1,1,1
53,West Virginia,NaN,115,124,138,154,169,174,170,155,134
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
