,State,635,640,647,654,661,668,675,682,689,696
0,Washington,NaN,185,178,169,158,150,142,133,124,113
1,Illinois,NaN,183,160,132,117,111,109,107,103,98
2,California,NaN,520,469,424,386,366,358,357,355,355
3,Arizona,NaN,303,284,255,235,227,224,218,207,192
4,Massachusetts,NaN,127,145,146,146,157,172,185,192,193
5,Wisconsin,NaN,355,334,271,215,178,152,131,113,98
6,Texas,NaN,479,411,344,279,228,190,159,134,112
7,Nebraska,NaN,104,100,84,65,50,39,30,23,19
8,Utah,NaN,96,114,111,92,73,57,44,33,25
9,Oregon,NaN,96,81,72,67,65,65,66,66,66
10,Florida,NaN,531,398,275,195,153,126,108,94,83
11,New York,NaN,415,385,343,320,318,318,312,298,276
12,Rhode Island,NaN,24,24,24,22,22,22,22,20,18
13,Georgia,NaN,221,200,162,129,107,93,82,71,62
14,New Hampshire,NaN,65,79,83,84,87,88,87,81,73
15,North Carolina,NaN,300,244,208,183,165,151,137,122,108
16,New Jersey,NaN,150,132,111,101,100,103,105,104,101
17,Colorado,NaN,228,251,232,213,201,191,177,158,138
18,Maryland,NaN,72,62,53,51,55,61,67,71,72
19,Nevada,NaN,78,64,53,44,38,33,28,24,20
20,Tennessee,NaN,284,225,181,140,109,87,69,56,46
21,Hawaii,NaN,16,12,10,9,8,8,8,8,9
22,Indiana,NaN,143,116,90,70,55,43,34,27,21
23,Kentucky,NaN,226,194,156,121,95,76,61,48,38
24,Minnesota,NaN,335,369,375,359,340,319,293,262,227
25,Oklahoma,NaN,122,120,94,76,65,58,52,47,42
26,Pennsylvania,NaN,703,639,558,506,483,467,447,418,379
27,South Carolina,NaN,173,138,111,86,67,53,42,33,26
28,District of Columbia,NaN,4,2,2,2,2,2,3,3,3
29,Kansas,NaN,128,132,115,90,71,56,45,36,30
30,Missouri,NaN,166,134,108,87,71,58,48,40,34
31,Vermont,NaN,19,24,25,28,31,33,34,31,27
32,Virginia,NaN,273,252,221,191,171,156,143,133,124
33,Connecticut,NaN,53,50,46,45,47,52,57,61,64
34,Iowa,NaN,112,96,74,55,41,32,25,20,16
35,Louisiana,NaN,80,66,54,42,32,24,19,15,11
36,Ohio,NaN,386,307,227,173,135,107,84,66,52
37,Michigan,NaN,605,613,581,553,539,527,508,476,434
38,South Dakota,NaN,38,34,27,21,18,15,14,12,10
39,Arkansas,NaN,74,63,50,40,34,29,26,22,19
40,Delaware,NaN,52,49,43,39,38,38,36,34,30
41,Mississippi,NaN,54,44,37,31,25,21,17,15,12
42,New Mexico,NaN,119,127,122,115,111,111,110,108,104
43,North Dakota,NaN,45,40,31,23,17,13,10,7,5
44,Wyoming,NaN,69,73,62,48,36,27,20,14,10
45,Alaska,NaN,52,66,66,54,42,31,23,16,11
46,Maine,NaN,51,46,42,37,34,32,31,31,30
47,Alabama,NaN,138,111,89,70,56,45,37,31,25
48,Idaho,NaN,112,114,107,89,70,54,41,30,22
49,Montana,NaN,122,124,97,76,63,51,42,33,26
50,Puerto Rico,NaN,18,14,12,10,9,8,8,8,7
51,Virgin Islands,NaN,1,1,1,1,1,1,0,0,0
52,Guam,NaN,5,7,7,6,5,4,4,3,2
53,West Virginia,NaN,169,140,119,109,103,96,83,67,51
54,Northern Mariana Islands,NaN,0,0,0,0,0,0,0,0,0
55,American Samoa,NaN,0,0,0,0,0,0,0,0,0
