,State,397,402,409,416,423,430,437,444,451,458
0,Washington,4857,118,151,140,115,99,89,81,75,67
1,Illinois,22506,309,333,249,153,92,58,37,24,16
2,California,49541,572,676,492,291,177,118,83,60,43
3,Arizona,15502,209,204,127,58,25,10,4,2,1
4,Massachusetts,15853,328,346,269,177,117,80,57,40,29
5,Wisconsin,6871,272,212,140,78,43,24,15,9,6
6,Texas,42301,1209,1303,927,542,319,196,125,83,55
7,Nebraska,2047,69,103,99,79,61,46,35,26,19
8,Utah,1853,46,58,49,34,25,19,14,11,9
9,Oregon,2156,87,104,109,108,107,101,90,75,59
10,Florida,30065,747,891,760,550,396,296,225,173,134
11,New York,46924,861,1195,1097,862,677,537,425,333,256
12,Rhode Island,2466,27,33,23,12,6,3,2,1,0
13,Georgia,16835,405,435,322,198,123,80,54,37,26
14,New Hampshire,1154,55,67,62,50,41,33,27,22,17
15,North Carolina,10934,312,377,305,200,129,85,58,40,27
16,New Jersey,22874,528,595,477,319,212,146,102,73,52
17,Colorado,5893,380,392,361,313,275,241,206,173,141
18,Maryland,7732,124,145,120,82,56,39,28,20,14
19,Nevada,4882,53,58,41,22,11,6,3,2,1
20,Tennessee,11153,370,453,352,216,125,73,43,26,15
21,Hawaii,430,2,4,3,2,2,1,1,0,0
22,Indiana,12407,260,238,164,93,51,29,17,11,6
23,Kentucky,4460,612,531,426,304,216,158,115,84,60
24,Minnesota,6501,209,226,201,146,101,71,52,38,28
25,Oklahoma,4203,226,229,174,111,70,46,30,20,13
26,Pennsylvania,23580,522,586,479,328,223,156,111,80,58
27,South Carolina,8332,650,677,527,341,215,137,89,57,37
28,District of Columbia,995,16,19,16,11,8,6,4,3,2
29,Kansas,4602,101,97,68,38,22,13,8,5,3
30,Missouri,8062,66,78,64,45,33,24,17,12,8
31,Vermont,198,29,34,36,34,33,31,28,25,21
32,Virginia,7486,227,335,336,294,254,217,181,148,119
33,Connecticut,7562,172,177,137,87,54,34,22,14,9
34,Iowa,5374,200,176,126,77,47,29,19,12,8
35,Louisiana,9477,114,117,82,46,25,14,8,5,3
36,Ohio,16874,112,154,137,103,77,60,48,39,31
37,Michigan,16343,187,200,166,120,91,73,60,48,37
38,South Dakota,1863,37,40,30,19,12,7,5,3,2
39,Arkansas,5363,119,111,72,37,18,9,4,2,1
40,Delaware,1368,22,29,24,17,11,7,5,3,2
41,Mississippi,6553,78,86,61,34,19,10,6,4,2
42,New Mexico,3635,71,71,54,36,25,18,14,11,8
43,North Dakota,1468,5,8,8,6,5,4,2,1,1
44,Wyoming,662,11,10,7,4,3,2,1,1,1
45,Alaska,290,36,45,39,32,29,30,29,26,21
46,Maine,658,10,15,13,9,7,5,4,3,2
47,Alabama,9592,137,134,90,48,25,13,7,4,2
48,Idaho,1826,40,45,37,26,19,14,11,9,8
49,Montana,1341,105,100,77,54,38,27,20,15,11
50,Puerto Rico,1983,24,35,38,40,44,50,54,55,53
51,Virgin Islands,25,0,0,0,0,0,0,0,0,1
52,Guam,130,0,1,1,1,0,0,0,0,0
53,West Virginia,2263,39,48,40,28,19,14,10,8,6
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
