,State,260,269,276,283,290,297,304,311
0,Washington,2183,34,27,22,17,13,10,3
1,Illinois,9159,150,126,104,84,68,54,20
2,California,16418,406,333,266,216,173,139,50
3,Arizona,5743,94,75,60,48,38,29,10
4,Massachusetts,9565,94,76,62,50,39,31,11
5,Wisconsin,1424,60,52,44,36,29,24,8
6,Texas,16767,523,424,348,279,228,181,66
7,Nebraska,514,18,15,12,9,7,6,2
8,Utah,501,20,17,14,11,9,7,2
9,Oregon,594,18,15,12,9,7,6,2
10,Florida,15068,470,382,311,250,200,160,57
11,New York,33227,53,42,33,26,20,16,5
12,Rhode Island,1127,12,10,8,6,4,3,1
13,Georgia,7294,181,147,118,95,75,60,22
14,New Hampshire,448,1,1,0,0,0,0,0
15,North Carolina,3722,153,127,105,84,69,56,20
16,New Jersey,16161,38,30,23,18,14,11,4
17,Colorado,2095,22,18,15,12,9,7,2
18,Maryland,3979,24,19,15,12,9,7,2
19,Nevada,1649,35,29,23,18,14,11,4
20,Tennessee,2705,199,164,137,113,90,74,26
21,Hawaii,164,11,9,7,5,4,3,1
22,Indiana,3742,75,63,51,42,34,27,10
23,Kentucky,1234,100,91,79,68,57,48,17
24,Minnesota,2160,43,35,29,23,18,14,5
25,Oklahoma,1085,39,32,27,22,17,14,5
26,Pennsylvania,8268,114,95,77,62,50,40,14
27,South Carolina,3514,84,68,55,44,35,27,10
28,District of Columbia,634,1,1,0,0,0,0,0
29,Kansas,747,31,25,20,17,13,10,3
30,Missouri,2268,102,84,69,54,45,35,12
31,Vermont,58,0,0,0,0,0,0,0
32,Virginia,3328,92,75,60,48,38,31,11
33,Connecticut,4527,7,6,4,3,2,1,0
34,Iowa,1433,41,34,27,22,18,14,5
35,Louisiana,5609,90,73,59,47,37,30,10
36,Ohio,4983,137,112,91,73,59,47,17
37,Michigan,7193,64,53,42,35,28,22,8
38,South Dakota,272,30,27,24,20,17,14,5
39,Arkansas,1503,75,62,51,40,32,26,9
40,Delaware,651,3,2,2,1,1,0,0
41,Mississippi,3074,81,65,52,42,33,26,9
42,New Mexico,899,26,21,17,14,11,8,3
43,North Dakota,310,41,35,30,25,21,17,6
44,Wyoming,54,3,2,2,1,1,1,0
45,Alaska,60,2,2,2,1,1,1,0
46,Maine,142,0,0,0,0,0,0,0
47,Alabama,2637,46,37,30,23,19,15,5
48,Idaho,503,19,16,13,10,8,6,2
49,Montana,197,26,25,23,20,17,14,5
50,Puerto Rico,715,14,10,7,5,3,2,0
51,Virgin Islands,20,0,0,0,0,0,0,0
52,Guam,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,376,18,15,12,10,8,6,2
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
