,State,585,591
0,Washington,NaN,24322
1,Illinois,NaN,27432
2,California,NaN,92571
3,Arizona,NaN,23427
4,Massachusetts,NaN,11124
5,Wisconsin,NaN,15484
6,Texas,NaN,107795
7,Nebraska,NaN,5393
8,Utah,NaN,9134
9,Oregon,NaN,17423
10,Florida,NaN,154693
11,New York,NaN,33490
12,Rhode Island,NaN,1828
13,Georgia,NaN,69242
14,New Hampshire,NaN,2204
15,North Carolina,NaN,54826
16,New Jersey,NaN,14749
17,Colorado,NaN,12856
18,Maryland,NaN,9069
19,Nevada,NaN,8131
20,Tennessee,NaN,58104
21,Hawaii,NaN,6211
22,Indiana,NaN,32646
23,Kentucky,NaN,34463
24,Minnesota,NaN,12322
25,Oklahoma,NaN,17225
26,Pennsylvania,NaN,26784
27,South Carolina,NaN,38631
28,District of Columbia,NaN,1183
29,Kansas,NaN,8744
30,Missouri,NaN,16161
31,Vermont,NaN,1071
32,Virginia,NaN,24583
33,Connecticut,NaN,5131
34,Iowa,NaN,8892
35,Louisiana,NaN,24984
36,Ohio,NaN,36593
37,Michigan,NaN,15290
38,South Dakota,NaN,3263
39,Arkansas,NaN,14275
40,Delaware,NaN,2457
41,Mississippi,NaN,22508
42,New Mexico,NaN,6298
43,North Dakota,NaN,2449
44,Wyoming,NaN,3442
45,Alaska,NaN,3946
46,Maine,NaN,1773
47,Alabama,NaN,28669
48,Idaho,NaN,5572
49,Montana,NaN,3995
50,Puerto Rico,NaN,4688
51,Virgin Islands,NaN,184
52,Guam,NaN,1195
53,West Virginia,NaN,10580
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
