,State,536,542
0,Washington,NaN,2405
1,Illinois,NaN,3743
2,California,NaN,19290
3,Arizona,NaN,5221
4,Massachusetts,NaN,768
5,Wisconsin,NaN,933
6,Texas,NaN,13158
7,Nebraska,NaN,586
8,Utah,NaN,3445
9,Oregon,NaN,1307
10,Florida,NaN,31800
11,New York,NaN,3611
12,Rhode Island,NaN,107
13,Georgia,NaN,4838
14,New Hampshire,NaN,154
15,North Carolina,NaN,3486
16,New Jersey,NaN,1729
17,Colorado,NaN,2418
18,Maryland,NaN,612
19,Nevada,NaN,4033
20,Tennessee,NaN,3141
21,Hawaii,NaN,460
22,Indiana,NaN,2761
23,Kentucky,NaN,1724
24,Minnesota,NaN,719
25,Oklahoma,NaN,2846
26,Pennsylvania,NaN,1071
27,South Carolina,NaN,1999
28,District of Columbia,NaN,69
29,Kansas,NaN,1162
30,Missouri,NaN,11315
31,Vermont,NaN,41
32,Virginia,NaN,1962
33,Connecticut,NaN,530
34,Iowa,NaN,2085
35,Louisiana,NaN,6224
36,Ohio,NaN,1770
37,Michigan,NaN,1322
38,South Dakota,NaN,164
39,Arkansas,NaN,6179
40,Delaware,NaN,166
41,Mississippi,NaN,2553
42,New Mexico,NaN,493
43,North Dakota,NaN,141
44,Wyoming,NaN,481
45,Alaska,NaN,416
46,Maine,NaN,95
47,Alabama,NaN,3547
48,Idaho,NaN,840
49,Montana,NaN,520
50,Puerto Rico,NaN,567
51,Virgin Islands,NaN,112
52,Guam,NaN,78
53,West Virginia,NaN,278
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
