,State,494,500
0,Washington,NaN,11638
1,Illinois,NaN,4081
2,California,NaN,12310
3,Arizona,NaN,3902
4,Massachusetts,NaN,1177
5,Wisconsin,NaN,1047
6,Texas,NaN,11250
7,Nebraska,NaN,206
8,Utah,NaN,1316
9,Oregon,NaN,1975
10,Florida,NaN,12333
11,New York,NaN,3993
12,Rhode Island,NaN,277
13,Georgia,NaN,2917
14,New Hampshire,NaN,296
15,North Carolina,NaN,4192
16,New Jersey,NaN,1089
17,Colorado,NaN,4279
18,Maryland,NaN,958
19,Nevada,NaN,1088
20,Tennessee,NaN,1547
21,Hawaii,NaN,193
22,Indiana,NaN,2575
23,Kentucky,NaN,2032
24,Minnesota,NaN,1474
25,Oklahoma,NaN,928
26,Pennsylvania,NaN,4718
27,South Carolina,NaN,2233
28,District of Columbia,NaN,378
29,Kansas,NaN,463
30,Missouri,NaN,3245
31,Vermont,NaN,30
32,Virginia,NaN,1354
33,Connecticut,NaN,462
34,Iowa,NaN,464
35,Louisiana,NaN,2605
36,Ohio,NaN,3549
37,Michigan,NaN,2293
38,South Dakota,NaN,115
39,Arkansas,NaN,1215
40,Delaware,NaN,342
41,Mississippi,NaN,1017
42,New Mexico,NaN,655
43,North Dakota,NaN,228
44,Wyoming,NaN,487
45,Alaska,NaN,178
46,Maine,NaN,404
47,Alabama,NaN,2490
48,Idaho,NaN,837
49,Montana,NaN,462
50,Puerto Rico,NaN,666
51,Virgin Islands,NaN,149
52,Guam,NaN,44
53,West Virginia,NaN,1351
54,Northern Mariana Islands,NaN,4
55,American Samoa,NaN,0
