,State,263,269
0,Washington,93035,3517
1,Illinois,322178,17353
2,California,855190,22120
3,Arizona,225575,4456
4,Massachusetts,138903,4045
5,Wisconsin,150236,16897
6,Texas,818426,27591
7,Nebraska,52382,4093
8,Utah,85844,8574
9,Oregon,37255,2533
10,Florida,734491,16799
11,New York,474286,12465
12,Rhode Island,26294,1380
13,Georgia,331409,7815
14,New Hampshire,9143,556
15,North Carolina,231471,11882
16,New Jersey,213628,5258
17,Colorado,78437,5198
18,Maryland,131357,4003
19,Nevada,85779,4112
20,Tennessee,214717,12521
21,Hawaii,13472,636
22,Indiana,134981,10529
23,Kentucky,80292,6226
24,Minnesota,112268,9048
25,Oklahoma,99387,8653
26,Pennsylvania,176781,9482
27,South Carolina,157406,5671
28,District of Columbia,15984,435
29,Kansas,65303,4370
30,Missouri,145938,13080
31,Vermont,1868,56
32,Virginia,158716,6074
33,Connecticut,60038,1847
34,Iowa,99943,7357
35,Louisiana,172059,3472
36,Ohio,168749,9455
37,Michigan,149453,9396
38,South Dakota,28564,3851
39,Arkansas,92833,5812
40,Delaware,22130,856
41,Mississippi,104932,4490
42,New Mexico,32983,3367
43,North Dakota,27264,3574
44,Wyoming,7611,1313
45,Alaska,10697,1228
46,Maine,5720,213
47,Alabama,165342,5857
48,Idaho,48066,4601
49,Montana,18702,5132
50,Puerto Rico,53671,2786
51,Virgin Islands,1325,3
52,Guam,2989,511
53,West Virginia,18132,1493
54,Northern Mariana Islands,77,3
55,American Samoa,0,NaN
