,State,550,556
0,Washington,NaN,6349
1,Illinois,NaN,9441
2,California,NaN,66443
3,Arizona,NaN,9977
4,Massachusetts,NaN,3756
5,Wisconsin,NaN,2424
6,Texas,NaN,47018
7,Nebraska,NaN,1300
8,Utah,NaN,5184
9,Oregon,NaN,3982
10,Florida,NaN,97527
11,New York,NaN,11799
12,Rhode Island,NaN,534
13,Georgia,NaN,14903
14,New Hampshire,NaN,234
15,North Carolina,NaN,11781
16,New Jersey,NaN,6070
17,Colorado,NaN,4727
18,Maryland,NaN,2038
19,Nevada,NaN,6428
20,Tennessee,NaN,9844
21,Hawaii,NaN,1638
22,Indiana,NaN,5327
23,Kentucky,NaN,6301
24,Minnesota,NaN,2560
25,Oklahoma,NaN,8452
26,Pennsylvania,NaN,4288
27,South Carolina,NaN,6602
28,District of Columbia,NaN,475
29,Kansas,NaN,4272
30,Missouri,NaN,21744
31,Vermont,NaN,140
32,Virginia,NaN,5349
33,Connecticut,NaN,2043
34,Iowa,NaN,2717
35,Louisiana,NaN,20834
36,Ohio,NaN,5849
37,Michigan,NaN,3695
38,South Dakota,NaN,319
39,Arkansas,NaN,11423
40,Delaware,NaN,482
41,Mississippi,NaN,8995
42,New Mexico,NaN,1603
43,North Dakota,NaN,235
44,Wyoming,NaN,772
45,Alaska,NaN,1632
46,Maine,NaN,530
47,Alabama,NaN,12516
48,Idaho,NaN,1708
49,Montana,NaN,608
50,Puerto Rico,NaN,2024
51,Virgin Islands,NaN,256
52,Guam,NaN,0
53,West Virginia,NaN,1013
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
