,State,529,535
0,Washington,NaN,2197
1,Illinois,NaN,2402
2,California,NaN,8100
3,Arizona,NaN,4831
4,Massachusetts,NaN,455
5,Wisconsin,NaN,485
6,Texas,NaN,9976
7,Nebraska,NaN,425
8,Utah,NaN,3031
9,Oregon,NaN,1014
10,Florida,NaN,20153
11,New York,NaN,2105
12,Rhode Island,NaN,110
13,Georgia,NaN,2949
14,New Hampshire,NaN,128
15,North Carolina,NaN,1987
16,New Jersey,NaN,1220
17,Colorado,NaN,2473
18,Maryland,NaN,531
19,Nevada,NaN,3882
20,Tennessee,NaN,535
21,Hawaii,NaN,346
22,Indiana,NaN,2771
23,Kentucky,NaN,1156
24,Minnesota,NaN,514
25,Oklahoma,NaN,1891
26,Pennsylvania,NaN,1200
27,South Carolina,NaN,1612
28,District of Columbia,NaN,77
29,Kansas,NaN,1473
30,Missouri,NaN,6969
31,Vermont,NaN,18
32,Virginia,NaN,1337
33,Connecticut,NaN,442
34,Iowa,NaN,682
35,Louisiana,NaN,3664
36,Ohio,NaN,1082
37,Michigan,NaN,1423
38,South Dakota,NaN,150
39,Arkansas,NaN,4917
40,Delaware,NaN,222
41,Mississippi,NaN,1485
42,New Mexico,NaN,277
43,North Dakota,NaN,40
44,Wyoming,NaN,572
45,Alaska,NaN,287
46,Maine,NaN,113
47,Alabama,NaN,1775
48,Idaho,NaN,399
49,Montana,NaN,331
50,Puerto Rico,NaN,242
51,Virgin Islands,NaN,54
52,Guam,NaN,40
53,West Virginia,NaN,352
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
