,State,333,339
0,Washington,222600,11068
1,Illinois,900370,43226
2,California,1884033,354950
3,Arizona,453597,50489
4,Massachusetts,323531,30868
5,Wisconsin,492724,21231
6,Texas,1593471,112673
7,Nebraska,156382,7096
8,Utah,250964,16882
9,Oregon,102930,7737
10,Florida,1201566,83757
11,New York,848042,73759
12,Rhode Island,77812,6786
13,Georgia,587918,50943
14,New Hampshire,36542,5456
15,North Carolina,479168,46708
16,New Jersey,432592,36981
17,Colorado,308890,15029
18,Maryland,250808,16768
19,Nevada,203945,17689
20,Tennessee,519687,82205
21,Hawaii,20577,876
22,Indiana,464354,32013
23,Kentucky,242320,18181
24,Minnesota,397319,11542
25,Oklahoma,260838,23658
26,Pennsylvania,559256,72840
27,South Carolina,273406,24589
28,District of Columbia,26601,1805
29,Kansas,203654,12875
30,Missouri,374812,21074
31,Vermont,6443,700
32,Virginia,306848,21773
33,Connecticut,162782,17381
34,Iowa,267329,10340
35,Louisiana,286145,19641
36,Ohio,622806,57886
37,Michigan,496056,24719
38,South Dakota,94727,2949
39,Arkansas,201650,15743
40,Delaware,50616,4798
41,Mississippi,194333,14895
42,New Mexico,129993,8948
43,North Dakota,90035,2699
44,Wyoming,41662,2036
45,Alaska,43871,2552
46,Maine,18946,3792
47,Alabama,322452,28775
48,Idaho,129960,6681
49,Montana,77170,3107
50,Puerto Rico,68433,4785
51,Virgin Islands,1921,110
52,Guam,7193,106
53,West Virginia,72342,10012
54,Northern Mariana Islands,116,0
55,American Samoa,0,0
