,State,508,514
0,Washington,NaN,3845
1,Illinois,NaN,1026
2,California,NaN,6748
3,Arizona,NaN,3330
4,Massachusetts,NaN,595
5,Wisconsin,NaN,375
6,Texas,NaN,9528
7,Nebraska,NaN,252
8,Utah,NaN,1873
9,Oregon,NaN,1350
10,Florida,NaN,14609
11,New York,NaN,2501
12,Rhode Island,NaN,197
13,Georgia,NaN,2294
14,New Hampshire,NaN,166
15,North Carolina,NaN,2031
16,New Jersey,NaN,2033
17,Colorado,NaN,4529
18,Maryland,NaN,570
19,Nevada,NaN,2151
20,Tennessee,NaN,889
21,Hawaii,NaN,578
22,Indiana,NaN,2315
23,Kentucky,NaN,981
24,Minnesota,NaN,847
25,Oklahoma,NaN,846
26,Pennsylvania,NaN,1974
27,South Carolina,NaN,710
28,District of Columbia,NaN,41
29,Kansas,NaN,1001
30,Missouri,NaN,4053
31,Vermont,NaN,61
32,Virginia,NaN,744
33,Connecticut,NaN,477
34,Iowa,NaN,409
35,Louisiana,NaN,2230
36,Ohio,NaN,1914
37,Michigan,NaN,1089
38,South Dakota,NaN,24
39,Arkansas,NaN,1875
40,Delaware,NaN,176
41,Mississippi,NaN,841
42,New Mexico,NaN,472
43,North Dakota,NaN,227
44,Wyoming,NaN,455
45,Alaska,NaN,141
46,Maine,NaN,207
47,Alabama,NaN,2333
48,Idaho,NaN,614
49,Montana,NaN,433
50,Puerto Rico,NaN,256
51,Virgin Islands,NaN,177
52,Guam,NaN,26
53,West Virginia,NaN,473
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
