,State,473,479
0,Washington,NaN,7928
1,Illinois,NaN,13558
2,California,NaN,10211
3,Arizona,NaN,5179
4,Massachusetts,NaN,4467
5,Wisconsin,NaN,3851
6,Texas,NaN,12339
7,Nebraska,NaN,1297
8,Utah,NaN,2015
9,Oregon,NaN,4800
10,Florida,NaN,22307
11,New York,NaN,11994
12,Rhode Island,NaN,910
13,Georgia,NaN,6685
14,New Hampshire,NaN,1133
15,North Carolina,NaN,8828
16,New Jersey,NaN,4651
17,Colorado,NaN,7296
18,Maryland,NaN,2864
19,Nevada,NaN,2393
20,Tennessee,NaN,5128
21,Hawaii,NaN,675
22,Indiana,NaN,6870
23,Kentucky,NaN,3651
24,Minnesota,NaN,7910
25,Oklahoma,NaN,1384
26,Pennsylvania,NaN,14612
27,South Carolina,NaN,3458
28,District of Columbia,NaN,345
29,Kansas,NaN,1519
30,Missouri,NaN,2837
31,Vermont,NaN,272
32,Virginia,NaN,3990
33,Connecticut,NaN,2613
34,Iowa,NaN,2050
35,Louisiana,NaN,2223
36,Ohio,NaN,7110
37,Michigan,NaN,15250
38,South Dakota,NaN,284
39,Arkansas,NaN,1530
40,Delaware,NaN,1114
41,Mississippi,NaN,1114
42,New Mexico,NaN,1708
43,North Dakota,NaN,789
44,Wyoming,NaN,546
45,Alaska,NaN,432
46,Maine,NaN,1981
47,Alabama,NaN,2600
48,Idaho,NaN,917
49,Montana,NaN,775
50,Puerto Rico,NaN,1438
51,Virgin Islands,NaN,84
52,Guam,NaN,86
53,West Virginia,NaN,2232
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
