,State,319,325
0,Washington,177447,16952
1,Illinois,787573,55879
2,California,1366673,154413
3,Arizona,364276,35018
4,Massachusetts,256844,33862
5,Wisconsin,441067,28418
6,Texas,1322738,104572
7,Nebraska,139834,17610
8,Utah,215407,19092
9,Oregon,84496,11915
10,Florida,1058074,69562
11,New York,705827,77448
12,Rhode Island,62137,9051
13,Georgia,501405,43086
14,New Hampshire,24771,5064
15,North Carolina,394990,30365
16,New Jersey,368016,33975
17,Colorado,260581,31070
18,Maryland,215027,17264
19,Nevada,168140,15446
20,Tennessee,400594,27150
21,Hawaii,18842,572
22,Indiana,381617,46814
23,Kentucky,200631,24496
24,Minnesota,350862,37042
25,Oklahoma,216486,13134
26,Pennsylvania,423100,77602
27,South Carolina,232099,14722
28,District of Columbia,23136,2045
29,Kansas,171364,28841
30,Missouri,329420,22097
31,Vermont,5015,924
32,Virginia,255053,20607
33,Connecticut,127715,15343
34,Iowa,244691,12133
35,Louisiana,251123,18753
36,Ohio,475024,66573
37,Michigan,426576,43022
38,South Dakota,85991,5883
39,Arkansas,170924,14847
40,Delaware,39912,4898
41,Mississippi,164931,15896
42,New Mexico,108088,13090
43,North Dakota,82981,4100
44,Wyoming,36317,3339
45,Alaska,37036,5254
46,Maine,13348,1955
47,Alabama,269877,26926
48,Idaho,110510,9236
49,Montana,67875,4803
50,Puerto Rico,56671,4269
51,Virgin Islands,1633,107
52,Guam,6959,93
53,West Virginia,54997,7846
54,Northern Mariana Islands,109,1
55,American Samoa,0,0
