,State,592,598
0,Washington,NaN,24586
1,Illinois,NaN,34400
2,California,NaN,93968
3,Arizona,NaN,22322
4,Massachusetts,NaN,13434
5,Wisconsin,NaN,16214
6,Texas,NaN,159762
7,Nebraska,NaN,6466
8,Utah,NaN,11176
9,Oregon,NaN,18316
10,Florida,NaN,111274
11,New York,NaN,38572
12,Rhode Island,NaN,1999
13,Georgia,NaN,72249
14,New Hampshire,NaN,2471
15,North Carolina,NaN,56454
16,New Jersey,NaN,17888
17,Colorado,NaN,14590
18,Maryland,NaN,8677
19,Nevada,NaN,8430
20,Tennessee,NaN,52633
21,Hawaii,NaN,6157
22,Indiana,NaN,38856
23,Kentucky,NaN,34508
24,Minnesota,NaN,12991
25,Oklahoma,NaN,18926
26,Pennsylvania,NaN,29294
27,South Carolina,NaN,45136
28,District of Columbia,NaN,1461
29,Kansas,NaN,14906
30,Missouri,NaN,17301
31,Vermont,NaN,1141
32,Virginia,NaN,27114
33,Connecticut,NaN,3892
34,Iowa,NaN,9920
35,Louisiana,NaN,10464
36,Ohio,NaN,46235
37,Michigan,NaN,19554
38,South Dakota,NaN,4056
39,Arkansas,NaN,15035
40,Delaware,NaN,3040
41,Mississippi,NaN,11541
42,New Mexico,NaN,5744
43,North Dakota,NaN,3211
44,Wyoming,NaN,4871
45,Alaska,NaN,4328
46,Maine,NaN,2880
47,Alabama,NaN,41631
48,Idaho,NaN,11571
49,Montana,NaN,4411
50,Puerto Rico,NaN,2536
51,Virgin Islands,NaN,278
52,Guam,NaN,1364
53,West Virginia,NaN,12206
54,Northern Mariana Islands,NaN,6
55,American Samoa,NaN,0
