,State,459,465
0,Washington,NaN,9347
1,Illinois,NaN,17194
2,California,NaN,12050
3,Arizona,NaN,5315
4,Massachusetts,NaN,8014
5,Wisconsin,NaN,3965
6,Texas,NaN,24886
7,Nebraska,NaN,2231
8,Utah,NaN,2706
9,Oregon,NaN,6814
10,Florida,NaN,40961
11,New York,NaN,24644
12,Rhode Island,NaN,1714
13,Georgia,NaN,9282
14,New Hampshire,NaN,1877
15,North Carolina,NaN,12384
16,New Jersey,NaN,15899
17,Colorado,NaN,11648
18,Maryland,NaN,6217
19,Nevada,NaN,3226
20,Tennessee,NaN,12964
21,Hawaii,NaN,472
22,Indiana,NaN,6233
23,Kentucky,NaN,3150
24,Minnesota,NaN,11015
25,Oklahoma,NaN,1797
26,Pennsylvania,NaN,21496
27,South Carolina,NaN,5510
28,District of Columbia,NaN,578
29,Kansas,NaN,1107
30,Missouri,NaN,4687
31,Vermont,NaN,382
32,Virginia,NaN,7412
33,Connecticut,NaN,4432
34,Iowa,NaN,2601
35,Louisiana,NaN,4178
36,Ohio,NaN,9762
37,Michigan,NaN,34914
38,South Dakota,NaN,661
39,Arkansas,NaN,1144
40,Delaware,NaN,1846
41,Mississippi,NaN,1591
42,New Mexico,NaN,1135
43,North Dakota,NaN,911
44,Wyoming,NaN,486
45,Alaska,NaN,1110
46,Maine,NaN,2676
47,Alabama,NaN,4000
48,Idaho,NaN,1160
49,Montana,NaN,883
50,Puerto Rico,NaN,7074
51,Virgin Islands,NaN,40
52,Guam,NaN,53
53,West Virginia,NaN,2335
54,Northern Mariana Islands,NaN,1
55,American Samoa,NaN,0
