,State,487,493
0,Washington,NaN,3615
1,Illinois,NaN,7614
2,California,NaN,6164
3,Arizona,NaN,3667
4,Massachusetts,NaN,2038
5,Wisconsin,NaN,2039
6,Texas,NaN,8992
7,Nebraska,NaN,174
8,Utah,NaN,1615
9,Oregon,NaN,2256
10,Florida,NaN,14902
11,New York,NaN,7868
12,Rhode Island,NaN,516
13,Georgia,NaN,3505
14,New Hampshire,NaN,391
15,North Carolina,NaN,4412
16,New Jersey,NaN,3719
17,Colorado,NaN,4726
18,Maryland,NaN,1637
19,Nevada,NaN,1311
20,Tennessee,NaN,1938
21,Hawaii,NaN,667
22,Indiana,NaN,4329
23,Kentucky,NaN,2785
24,Minnesota,NaN,3265
25,Oklahoma,NaN,687
26,Pennsylvania,NaN,6977
27,South Carolina,NaN,1946
28,District of Columbia,NaN,133
29,Kansas,NaN,886
30,Missouri,NaN,3107
31,Vermont,NaN,104
32,Virginia,NaN,2157
33,Connecticut,NaN,696
34,Iowa,NaN,963
35,Louisiana,NaN,3365
36,Ohio,NaN,5519
37,Michigan,NaN,6448
38,South Dakota,NaN,139
39,Arkansas,NaN,1401
40,Delaware,NaN,682
41,Mississippi,NaN,627
42,New Mexico,NaN,1076
43,North Dakota,NaN,379
44,Wyoming,NaN,496
45,Alaska,NaN,231
46,Maine,NaN,996
47,Alabama,NaN,4157
48,Idaho,NaN,1209
49,Montana,NaN,310
50,Puerto Rico,NaN,631
51,Virgin Islands,NaN,27
52,Guam,NaN,83
53,West Virginia,NaN,1594
54,Northern Mariana Islands,NaN,13
55,American Samoa,NaN,0
