,State,431,437
0,Washington,361115,7238
1,Illinois,1237732,18372
2,California,3660713,16249
3,Arizona,839888,3267
4,Massachusetts,629531,17088
5,Wisconsin,634133,5255
6,Texas,2782735,24179
7,Nebraska,208424,1967
8,Utah,384562,2834
9,Oregon,163952,2776
10,Florida,2044005,37573
11,New York,1850732,50481
12,Rhode Island,135775,2981
13,Georgia,1055256,8202
14,New Hampshire,83027,2894
15,North Carolina,905528,12664
16,New Jersey,896652,30938
17,Colorado,458554,7653
18,Maryland,408044,8580
19,Nevada,303061,2267
20,Tennessee,806792,7876
21,Hawaii,30479,803
22,Indiana,684020,6157
23,Kentucky,425024,3534
24,Minnesota,515058,11652
25,Oklahoma,436971,2059
26,Pennsylvania,1013731,33409
27,South Carolina,549199,6884
28,District of Columbia,44175,1057
29,Kansas,302988,1418
30,Missouri,580080,3641
31,Vermont,18820,1455
32,Virginia,615366,11005
33,Connecticut,305210,9405
34,Iowa,349714,4141
35,Louisiana,443069,2662
36,Ohio,1011622,12861
37,Michigan,723700,39125
38,South Dakota,117244,1461
39,Arkansas,329929,948
40,Delaware,94062,2166
41,Mississippi,304616,1234
42,New Mexico,191048,1217
43,North Dakota,102583,1086
44,Wyoming,56046,430
45,Alaska,62264,1089
46,Maine,49850,1381
47,Alabama,514391,3644
48,Idaho,179428,1960
49,Montana,104128,1388
50,Puerto Rico,106488,2128
51,Virgin Islands,2907,63
52,Guam,7800,34
53,West Virginia,140613,3218
54,Northern Mariana Islands,159,2
55,American Samoa,0,0
