,State,543,549
0,Washington,NaN,5706
1,Illinois,NaN,5971
2,California,NaN,31006
3,Arizona,NaN,8625
4,Massachusetts,NaN,1778
5,Wisconsin,NaN,1514
6,Texas,NaN,27043
7,Nebraska,NaN,825
8,Utah,NaN,3846
9,Oregon,NaN,2223
10,Florida,NaN,60730
11,New York,NaN,7040
12,Rhode Island,NaN,278
13,Georgia,NaN,8531
14,New Hampshire,NaN,227
15,North Carolina,NaN,6746
16,New Jersey,NaN,3301
17,Colorado,NaN,3920
18,Maryland,NaN,1248
19,Nevada,NaN,6384
20,Tennessee,NaN,4123
21,Hawaii,NaN,769
22,Indiana,NaN,3459
23,Kentucky,NaN,3666
24,Minnesota,NaN,1640
25,Oklahoma,NaN,4679
26,Pennsylvania,NaN,2408
27,South Carolina,NaN,3694
28,District of Columbia,NaN,244
29,Kansas,NaN,3311
30,Missouri,NaN,17609
31,Vermont,NaN,128
32,Virginia,NaN,3314
33,Connecticut,NaN,927
34,Iowa,NaN,2245
35,Louisiana,NaN,11377
36,Ohio,NaN,3597
37,Michigan,NaN,1873
38,South Dakota,NaN,131
39,Arkansas,NaN,9247
40,Delaware,NaN,428
41,Mississippi,NaN,3696
42,New Mexico,NaN,1261
43,North Dakota,NaN,150
44,Wyoming,NaN,605
45,Alaska,NaN,866
46,Maine,NaN,364
47,Alabama,NaN,5717
48,Idaho,NaN,1335
49,Montana,NaN,426
50,Puerto Rico,NaN,1404
51,Virgin Islands,NaN,229
52,Guam,NaN,38
53,West Virginia,NaN,604
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
